Transaction_ID,Payment_Method
TXN05079,Cash
TXN05080,Credit Card
TXN05081,Bank Transfer
TXN05082,Cash
TXN05083,Bank Transfer
TXN05084,Cash
TXN05085,Credit Card
TXN05086,Credit Card
TXN05087,Credit Card
TXN05088,Credit Card
TXN05089,Cash
TXN05090,Credit Card
TXN05091,Bank Transfer
TXN05092,Bank Transfer
TXN05093,Bank Transfer
TXN05094,Bank Transfer
TXN05095,Credit Card
TXN05096,Bank Transfer
TXN05097,Credit Card
TXN05098,Credit Card
TXN05099,Bank Transfer
TXN05100,Bank Transfer
TXN05101,Credit Card
TXN05102,Credit Card
TXN05103,Credit Card
TXN05104,Credit Card
TXN05105,Cash
TXN05106,Credit Card
TXN05107,Credit Card
TXN05108,Credit Card
TXN05109,Bank Transfer
TXN05110,Bank Transfer
TXN05111,Bank Transfer
TXN05112,Cash
TXN05113,Cash
TXN05114,Bank Transfer
TXN05115,Cash
TXN05116,Cash
TXN05117,Bank Transfer
TXN05118,Cash
TXN05119,Bank Transfer
TXN05120,Credit Card
TXN05121,Cash
TXN05122,Cash
TXN05123,Bank Transfer
TXN05124,Credit Card
TXN05125,Credit Card
TXN05126,Bank Transfer
TXN05127,Credit Card
TXN05128,Cash
TXN05129,Credit Card
TXN05130,Bank Transfer
TXN05131,Bank Transfer
TXN05132,Bank Transfer
TXN05133,Bank Transfer
TXN05134,Cash
TXN05135,Cash
TXN05136,Bank Transfer
TXN05137,Cash
TXN05138,Cash
TXN05139,Cash
TXN05140,Bank Transfer
TXN05141,Credit Card
TXN05142,Credit Card
TXN05143,Credit Card
TXN05144,Credit Card
TXN05145,Credit Card
TXN05146,Cash
TXN05147,Cash
TXN05148,Credit Card
TXN05149,Bank Transfer
TXN05150,Cash
TXN05151,Bank Transfer
TXN05152,Credit Card
TXN05153,Credit Card
TXN05154,Credit Card
TXN05155,Credit Card
TXN05156,Credit Card
TXN05157,Cash
TXN05158,Credit Card
TXN05159,Bank Transfer
TXN05160,Bank Transfer
TXN05161,Credit Card
TXN05162,Bank Transfer
TXN05163,Cash
TXN05164,Credit Card
TXN05165,Credit Card
TXN05166,Bank Transfer
TXN05167,Credit Card
TXN05168,Credit Card
TXN05169,Credit Card
TXN05170,Cash
TXN05171,Cash
TXN05172,Cash
TXN05173,Credit Card
TXN05174,Bank Transfer
TXN05175,Bank Transfer
TXN05176,Cash
TXN05177,Bank Transfer
TXN05178,Credit Card
TXN05179,Credit Card
TXN05180,Bank Transfer
TXN05181,Cash
TXN05182,Cash
TXN05183,Cash
TXN05184,Bank Transfer
TXN05185,Credit Card
TXN05186,Cash
TXN05187,Credit Card
TXN05188,Bank Transfer
TXN05189,Bank Transfer
TXN05190,Cash
TXN05191,Bank Transfer
TXN05192,Cash
TXN05193,Cash
TXN05194,Bank Transfer
TXN05195,Credit Card
TXN05196,Cash
TXN05197,Credit Card
TXN05198,Cash
TXN05199,Cash
TXN05200,Bank Transfer
TXN05201,Credit Card
TXN05202,Cash
TXN05203,Bank Transfer
TXN05204,Bank Transfer
TXN05205,Cash
TXN05206,Bank Transfer
TXN05207,Bank Transfer
TXN05208,Bank Transfer
TXN05209,Cash
TXN05210,Credit Card
TXN05211,Credit Card
TXN05212,Credit Card
TXN05213,Cash
TXN05214,Bank Transfer
TXN05215,Credit Card
TXN05216,Bank Transfer
TXN05217,Credit Card
TXN05218,Cash
TXN05219,Bank Transfer
TXN05220,Credit Card
TXN05221,Cash
TXN05222,Credit Card
TXN05223,Bank Transfer
TXN05224,Cash
TXN05225,Bank Transfer
TXN05226,Credit Card
TXN05227,Cash
TXN05228,Bank Transfer
TXN05229,Bank Transfer
TXN05230,Bank Transfer
TXN05231,Bank Transfer
TXN05232,Bank Transfer
TXN05233,Cash
TXN05234,Bank Transfer
TXN05235,Credit Card
TXN05236,Credit Card
TXN05237,Cash
TXN05238,Bank Transfer
TXN05239,Credit Card
TXN05240,Credit Card
TXN05241,Cash
TXN05242,Credit Card
TXN05243,Bank Transfer
TXN05244,Bank Transfer
TXN05245,Credit Card
TXN05246,Bank Transfer
TXN05247,Cash
TXN05248,Bank Transfer
TXN05249,Cash
TXN05250,Cash
TXN05251,Bank Transfer
TXN05252,Cash
TXN05253,Bank Transfer
TXN05254,Cash
TXN05255,Bank Transfer
TXN05256,Cash
TXN05257,Cash
TXN05258,Cash
TXN05259,Bank Transfer
TXN05260,Cash
TXN05261,Cash
TXN05262,Bank Transfer
TXN05263,Cash
TXN05264,Credit Card
TXN05265,Cash
TXN05266,Cash
TXN05267,Bank Transfer
TXN05268,Bank Transfer
TXN05269,Bank Transfer
TXN05270,Credit Card
TXN05271,Bank Transfer
TXN05272,Bank Transfer
TXN05273,Credit Card
TXN05274,Bank Transfer
TXN05275,Bank Transfer
TXN05276,Bank Transfer
TXN05277,Credit Card
TXN05278,Bank Transfer
TXN05279,Bank Transfer
TXN05280,Cash
TXN05281,Bank Transfer
TXN05282,Bank Transfer
TXN05283,Cash
TXN05284,Bank Transfer
TXN05285,Cash
TXN05286,Credit Card
TXN05287,Credit Card
TXN05288,Cash
TXN05289,Credit Card
TXN05290,Bank Transfer
TXN05291,Credit Card
TXN05292,Bank Transfer
TXN05293,Credit Card
TXN05294,Credit Card
TXN05295,Cash
TXN05296,Cash
TXN05297,Credit Card
TXN05298,Credit Card
TXN05299,Cash
TXN05300,Cash
TXN05301,Cash
TXN05302,Credit Card
TXN05303,Bank Transfer
TXN05304,Cash
TXN05305,Bank Transfer
TXN05306,Bank Transfer
TXN05307,Credit Card
TXN05308,Bank Transfer
TXN05309,Bank Transfer
TXN05310,Bank Transfer
TXN05311,Cash
TXN05312,Cash
TXN05313,Cash
TXN05314,Cash
TXN05315,Cash
TXN05316,Cash
TXN05317,Bank Transfer
TXN05318,Bank Transfer
TXN05319,Bank Transfer
TXN05320,Credit Card
TXN05321,Cash
TXN05322,Cash
TXN05323,Bank Transfer
TXN05324,Credit Card
TXN05325,Credit Card
TXN05326,Credit Card
TXN05327,Cash
TXN05328,Credit Card
TXN05329,Credit Card
TXN05330,Cash
TXN05331,Cash
TXN05332,Credit Card
TXN05333,Bank Transfer
TXN05334,Cash
TXN05335,Credit Card
TXN05336,Credit Card
TXN05337,Credit Card
TXN05338,Bank Transfer
TXN05339,Cash
TXN05340,Credit Card
TXN05341,Cash
TXN05342,Bank Transfer
TXN05343,Cash
TXN05344,Credit Card
TXN05345,Credit Card
TXN05346,Credit Card
TXN05347,Bank Transfer
TXN05348,Cash
TXN05349,Cash
TXN05350,Credit Card
TXN05351,Credit Card
TXN05352,Bank Transfer
TXN05353,Credit Card
TXN05354,Credit Card
TXN05355,Bank Transfer
TXN05356,Credit Card
TXN05357,Cash
TXN05358,Credit Card
TXN05359,Cash
TXN05360,Credit Card
TXN05361,Credit Card
TXN05362,Credit Card
TXN05363,Cash
TXN05364,Cash
TXN05365,Credit Card
TXN05366,Bank Transfer
TXN05367,Credit Card
TXN05368,Bank Transfer
TXN05369,Cash
TXN05370,Cash
TXN05371,Cash
TXN05372,Credit Card
TXN05373,Credit Card
TXN05374,Credit Card
TXN05375,Credit Card
TXN05376,Credit Card
TXN05377,Credit Card
TXN05378,Bank Transfer
TXN05379,Credit Card
TXN05380,Bank Transfer
TXN05381,Bank Transfer
TXN05382,Cash
TXN05383,Cash
TXN05384,Cash
TXN05385,Cash
TXN05386,Credit Card
TXN05387,Bank Transfer
TXN05388,Cash
TXN05389,Credit Card
TXN05390,Bank Transfer
TXN05391,Credit Card
TXN05392,Cash
TXN05393,Bank Transfer
TXN05394,Cash
TXN05395,Bank Transfer
TXN05396,Cash
TXN05397,Bank Transfer
TXN05398,Credit Card
TXN05399,Cash
TXN05400,Cash
TXN05401,Bank Transfer
TXN05402,Cash
TXN05403,Cash
TXN05404,Credit Card
TXN05405,Credit Card
TXN05406,Bank Transfer
TXN05407,Credit Card
TXN05408,Bank Transfer
TXN05409,Bank Transfer
TXN05410,Credit Card
TXN05411,Bank Transfer
TXN05412,Credit Card
TXN05413,Bank Transfer
TXN05414,Cash
TXN05415,Cash
TXN05416,Credit Card
TXN05417,Bank Transfer
TXN05418,Credit Card
TXN05419,Credit Card
TXN05420,Cash
TXN05421,Cash
TXN05422,Credit Card
TXN05423,Cash
TXN05424,Cash
TXN05425,Bank Transfer
TXN05426,Bank Transfer
TXN05427,Bank Transfer
TXN05428,Cash
TXN05429,Cash
TXN05430,Credit Card
TXN05431,Credit Card
TXN05432,Credit Card
TXN05433,Credit Card
TXN05434,Cash
TXN05435,Credit Card
TXN05436,Cash
TXN05437,Bank Transfer
TXN05438,Bank Transfer
TXN05439,Credit Card
TXN05440,Cash
TXN05441,Cash
TXN05442,Bank Transfer
TXN05443,Bank Transfer
TXN05444,Bank Transfer
TXN05445,Credit Card
TXN05446,Bank Transfer
TXN05447,Cash
TXN05448,Cash
TXN05449,Credit Card
TXN05450,Bank Transfer
TXN05451,Credit Card
TXN05452,Cash
TXN05453,Cash
TXN05454,Credit Card
TXN05455,Bank Transfer
TXN05456,Credit Card
TXN05457,Bank Transfer
TXN05458,Bank Transfer
TXN05459,Cash
TXN05460,Cash
TXN05461,Bank Transfer
TXN05462,Cash
TXN05463,Cash
TXN05464,Cash
TXN05465,Credit Card
TXN05466,Cash
TXN05467,Bank Transfer
TXN05468,Cash
TXN05469,Credit Card
TXN05470,Bank Transfer
TXN05471,Cash
TXN05472,Bank Transfer
TXN05473,Credit Card
TXN05474,Bank Transfer
TXN05475,Cash
TXN05476,Cash
TXN05477,Cash
TXN05478,Cash
TXN05479,Credit Card
TXN05480,Credit Card
TXN05481,Bank Transfer
TXN05482,Credit Card
TXN05483,Bank Transfer
TXN05484,Bank Transfer
TXN05485,Credit Card
TXN05486,Credit Card
TXN05487,Cash
TXN05488,Bank Transfer
TXN05489,Cash
TXN05490,Bank Transfer
TXN05491,Credit Card
TXN05492,Credit Card
TXN05493,Bank Transfer
TXN05494,Credit Card
TXN05495,Bank Transfer
TXN05496,Bank Transfer
TXN05497,Credit Card
TXN05498,Cash
TXN05499,Cash
TXN05500,Credit Card
TXN05501,Cash
TXN05502,Credit Card
TXN05503,Cash
TXN05504,Credit Card
TXN05505,Credit Card
TXN05506,Cash
TXN05507,Bank Transfer
TXN05508,Cash
TXN05509,Credit Card
TXN05510,Credit Card
TXN05511,Bank Transfer
TXN05512,Cash
TXN05513,Bank Transfer
TXN05514,Credit Card
TXN05515,Bank Transfer
TXN05516,Bank Transfer
TXN05517,Bank Transfer
TXN05518,Cash
TXN05519,Bank Transfer
TXN05520,Bank Transfer
TXN05521,Cash
TXN05522,Credit Card
TXN05523,Bank Transfer
TXN05524,Bank Transfer
TXN05525,Credit Card
TXN05526,Cash
TXN05527,Cash
TXN05528,Credit Card
TXN05529,Bank Transfer
TXN05530,Cash
TXN05531,Bank Transfer
TXN05532,Bank Transfer
TXN05533,Credit Card
TXN05534,Bank Transfer
TXN05535,Bank Transfer
TXN05536,Credit Card
TXN05537,Cash
TXN05538,Credit Card
TXN05539,Cash
TXN05540,Credit Card
TXN05541,Bank Transfer
TXN05542,Cash
TXN05543,Cash
TXN05544,Bank Transfer
TXN05545,Cash
TXN05546,Cash
TXN05547,Cash
TXN05548,Bank Transfer
TXN05549,Bank Transfer
TXN05550,Bank Transfer
TXN05551,Bank Transfer
TXN05552,Cash
TXN05553,Bank Transfer
TXN05554,Cash
TXN05555,Credit Card
TXN05556,Credit Card
TXN05557,Cash
TXN05558,Cash
TXN05559,Credit Card
TXN05560,Credit Card
TXN05561,Cash
TXN05562,Credit Card
TXN05563,Cash
TXN05564,Cash
TXN05565,Cash
TXN05566,Cash
TXN05567,Credit Card
TXN05568,Cash
TXN05569,Bank Transfer
TXN05570,Cash
TXN05571,Credit Card
TXN05572,Credit Card
TXN05573,Cash
TXN05574,Cash
TXN05575,Credit Card
TXN05576,Cash
TXN05577,Credit Card
TXN05578,Credit Card
TXN05579,Bank Transfer
TXN05580,Credit Card
TXN05581,Bank Transfer
TXN05582,Credit Card
TXN05583,Cash
TXN05584,Cash
TXN05585,Cash
TXN05586,Cash
TXN05587,Cash
TXN05588,Credit Card
TXN05589,Cash
TXN05590,Cash
TXN05591,Bank Transfer
TXN05592,Bank Transfer
TXN05593,Credit Card
TXN05594,Bank Transfer
TXN05595,Credit Card
TXN05596,Credit Card
TXN05597,Bank Transfer
TXN05598,Credit Card
TXN05599,Cash
TXN05600,Bank Transfer
TXN05601,Credit Card
TXN05602,Credit Card
TXN05603,Bank Transfer
TXN05604,Cash
TXN05605,Credit Card
TXN05606,Bank Transfer
TXN05607,Bank Transfer
TXN05608,Bank Transfer
TXN05609,Credit Card
TXN05610,Cash
TXN05611,Bank Transfer
TXN05612,Credit Card
TXN05613,Credit Card
TXN05614,Credit Card
TXN05615,Cash
TXN05616,Cash
TXN05617,Cash
TXN05618,Cash
TXN05619,Credit Card
TXN05620,Credit Card
TXN05621,Cash
TXN05622,Bank Transfer
TXN05623,Cash
TXN05624,Cash
TXN05625,Credit Card
TXN05626,Bank Transfer
TXN05627,Cash
TXN05628,Credit Card
TXN05629,Credit Card
TXN05630,Credit Card
TXN05631,Bank Transfer
TXN05632,Credit Card
TXN05633,Credit Card
TXN05634,Cash
TXN05635,Cash
TXN05636,Bank Transfer
TXN05637,Credit Card
TXN05638,Cash
TXN05639,Credit Card
TXN05640,Cash
TXN05641,Cash
TXN05642,Credit Card
TXN05643,Cash
TXN05644,Cash
TXN05645,Bank Transfer
TXN05646,Credit Card
TXN05647,Credit Card
TXN05648,Cash
TXN05649,Cash
TXN05650,Bank Transfer
TXN05651,Cash
TXN05652,Bank Transfer
TXN05653,Bank Transfer
TXN05654,Credit Card
TXN05655,Cash
TXN05656,Credit Card
TXN05657,Bank Transfer
TXN05658,Credit Card
TXN05659,Cash
TXN05660,Bank Transfer
TXN05661,Cash
TXN05662,Credit Card
TXN05663,Credit Card
TXN05664,Credit Card
TXN05665,Credit Card
TXN05666,Credit Card
TXN05667,Bank Transfer
TXN05668,Cash
TXN05669,Cash
TXN05670,Cash
TXN05671,Cash
TXN05672,Credit Card
TXN05673,Bank Transfer
TXN05674,Bank Transfer
TXN05675,Credit Card
TXN05676,Credit Card
TXN05677,Bank Transfer
TXN05678,Credit Card
TXN05679,Bank Transfer
TXN05680,Credit Card
TXN05681,Cash
TXN05682,Cash
TXN05683,Bank Transfer
TXN05684,Bank Transfer
TXN05685,Bank Transfer
TXN05686,Bank Transfer
TXN05687,Cash
TXN05688,Bank Transfer
TXN05689,Cash
TXN05690,Cash
TXN05691,Credit Card
TXN05692,Cash
TXN05693,Bank Transfer
TXN05694,Cash
TXN05695,Credit Card
TXN05696,Credit Card
TXN05697,Cash
TXN05698,Credit Card
TXN05699,Cash
TXN05700,Cash
TXN05701,Cash
TXN05702,Cash
TXN05703,Cash
TXN05704,Credit Card
TXN05705,Cash
TXN05706,Bank Transfer
TXN05707,Bank Transfer
TXN05708,Bank Transfer
TXN05709,Bank Transfer
TXN05710,Credit Card
TXN05711,Cash
TXN05712,Credit Card
TXN05713,Bank Transfer
TXN05714,Cash
TXN05715,Cash
TXN05716,Bank Transfer
TXN05717,Bank Transfer
TXN05718,Cash
TXN05719,Credit Card
TXN05720,Cash
TXN05721,Cash
TXN05722,Bank Transfer
TXN05723,Cash
TXN05724,Credit Card
TXN05725,Cash
TXN05726,Cash
TXN05727,Bank Transfer
TXN05728,Bank Transfer
TXN05729,Bank Transfer
TXN05730,Bank Transfer
TXN05731,Cash
TXN05732,Credit Card
TXN05733,Credit Card
TXN05734,Bank Transfer
TXN05735,Credit Card
TXN05736,Cash
TXN05737,Credit Card
TXN05738,Cash
TXN05739,Bank Transfer
TXN05740,Bank Transfer
TXN05741,Credit Card
TXN05742,Credit Card
TXN05743,Credit Card
TXN05744,Cash
TXN05745,Bank Transfer
TXN05746,Cash
TXN05747,Cash
TXN05748,Credit Card
TXN05749,Cash
TXN05750,Bank Transfer
TXN05751,Cash
TXN05752,Cash
TXN05753,Bank Transfer
TXN05754,Bank Transfer
TXN05755,Credit Card
TXN05756,Credit Card
TXN05757,Cash
TXN05758,Credit Card
TXN05759,Cash
TXN05760,Cash
TXN05761,Cash
TXN05762,Credit Card
TXN05763,Credit Card
TXN05764,Credit Card
TXN05765,Credit Card
TXN05766,Bank Transfer
TXN05767,Credit Card
TXN05768,Bank Transfer
TXN05769,Cash
TXN05770,Bank Transfer
TXN05771,Credit Card
TXN05772,Bank Transfer
TXN05773,Credit Card
TXN05774,Cash
TXN05775,Cash
TXN05776,Credit Card
TXN05777,Cash
TXN05778,Credit Card
TXN05779,Bank Transfer
TXN05780,Bank Transfer
TXN05781,Credit Card
TXN05782,Credit Card
TXN05783,Bank Transfer
TXN05784,Credit Card
TXN05785,Bank Transfer
TXN05786,Credit Card
TXN05787,Credit Card
TXN05788,Cash
TXN05789,Bank Transfer
TXN05790,Credit Card
TXN05791,Credit Card
TXN05792,Bank Transfer
TXN05793,Cash
TXN05794,Bank Transfer
TXN05795,Credit Card
TXN05796,Credit Card
TXN05797,Credit Card
TXN05798,Cash
TXN05799,Cash
TXN05800,Cash
TXN05801,Cash
TXN05802,Cash
TXN05803,Credit Card
TXN05804,Cash
TXN05805,Cash
TXN05806,Cash
TXN05807,Credit Card
TXN05808,Credit Card
TXN05809,Credit Card
TXN05810,Credit Card
TXN05811,Credit Card
TXN05812,Credit Card
TXN05813,Cash
TXN05814,Credit Card
TXN05815,Credit Card
TXN05816,Credit Card
TXN05817,Bank Transfer
TXN05818,Bank Transfer
TXN05819,Credit Card
TXN05820,Bank Transfer
TXN05821,Bank Transfer
TXN05822,Cash
TXN05823,Bank Transfer
TXN05824,Cash
TXN05825,Cash
TXN05826,Cash
TXN05827,Bank Transfer
TXN05828,Credit Card
TXN05829,Bank Transfer
TXN05830,Cash
TXN05831,Credit Card
TXN05832,Cash
TXN05833,Credit Card
TXN05834,Bank Transfer
TXN05835,Cash
TXN05836,Credit Card
TXN05837,Credit Card
TXN05838,Cash
TXN05839,Bank Transfer
TXN05840,Cash
TXN05841,Cash
TXN05842,Bank Transfer
TXN05843,Credit Card
TXN05844,Credit Card
TXN05845,Bank Transfer
TXN05846,Cash
TXN05847,Cash
TXN05848,Bank Transfer
TXN05849,Bank Transfer
TXN05850,Bank Transfer
TXN05851,Credit Card
TXN05852,Cash
TXN05853,Credit Card
TXN05854,Credit Card
TXN05855,Credit Card
TXN05856,Cash
TXN05857,Bank Transfer
TXN05858,Credit Card
TXN05859,Cash
TXN05860,Cash
TXN05861,Credit Card
TXN05862,Credit Card
TXN05863,Bank Transfer
TXN05864,Bank Transfer
TXN05865,Credit Card
TXN05866,Credit Card
TXN05867,Cash
TXN05868,Credit Card
TXN05869,Bank Transfer
TXN05870,Cash
TXN05871,Bank Transfer
TXN05872,Cash
TXN05873,Bank Transfer
TXN05874,Bank Transfer
TXN05875,Credit Card
TXN05876,Bank Transfer
TXN05877,Cash
TXN05878,Credit Card
TXN05879,Credit Card
TXN05880,Cash
TXN05881,Credit Card
TXN05882,Cash
TXN05883,Bank Transfer
TXN05884,Credit Card
TXN05885,Bank Transfer
TXN05886,Bank Transfer
TXN05887,Credit Card
TXN05888,Bank Transfer
TXN05889,Bank Transfer
TXN05890,Cash
TXN05891,Bank Transfer
TXN05892,Credit Card
TXN05893,Cash
TXN05894,Credit Card
TXN05895,Bank Transfer
TXN05896,Bank Transfer
TXN05897,Bank Transfer
TXN05898,Bank Transfer
TXN05899,Credit Card
TXN05900,Cash
TXN05901,Bank Transfer
TXN05902,Cash
TXN05903,Cash
TXN05904,Credit Card
TXN05905,Bank Transfer
TXN05906,Cash
TXN05907,Credit Card
TXN05908,Cash
TXN05909,Cash
TXN05910,Bank Transfer
TXN05911,Credit Card
TXN05912,Credit Card
TXN05913,Credit Card
TXN05914,Credit Card
TXN05915,Credit Card
TXN05916,Bank Transfer
TXN05917,Bank Transfer
TXN05918,Bank Transfer
TXN05919,Bank Transfer
TXN05920,Cash
TXN05921,Bank Transfer
TXN05922,Bank Transfer
TXN05923,Cash
TXN05924,Cash
TXN05925,Bank Transfer
TXN05926,Credit Card
TXN05927,Cash
TXN05928,Bank Transfer
TXN05929,Cash
TXN05930,Credit Card
TXN05931,Cash
TXN05932,Bank Transfer
TXN05933,Credit Card
TXN05934,Credit Card
TXN05935,Bank Transfer
TXN05936,Credit Card
TXN05937,Cash
TXN05938,Credit Card
TXN05939,Credit Card
TXN05940,Cash
TXN05941,Cash
TXN05942,Credit Card
TXN05943,Cash
TXN05944,Credit Card
TXN05945,Credit Card
TXN05946,Bank Transfer
TXN05947,Credit Card
TXN05948,Credit Card
TXN05949,Credit Card
TXN05950,Cash
TXN05951,Credit Card
TXN05952,Bank Transfer
TXN05953,Cash
TXN05954,Bank Transfer
TXN05955,Bank Transfer
TXN05956,Cash
TXN05957,Cash
TXN05958,Cash
TXN05959,Cash
TXN05960,Bank Transfer
TXN05961,Credit Card
TXN05962,Bank Transfer
TXN05963,Bank Transfer
TXN05964,Bank Transfer
TXN05965,Cash
TXN05966,Cash
TXN05967,Cash
TXN05968,Cash
TXN05969,Credit Card
TXN05970,Credit Card
TXN05971,Cash
TXN05972,Bank Transfer
TXN05973,Credit Card
TXN05974,Cash
TXN05975,Credit Card
TXN05976,Credit Card
TXN05977,Cash
TXN05978,Cash
TXN05979,Cash
TXN05980,Cash
TXN05981,Credit Card
TXN05982,Bank Transfer
TXN05983,Cash
TXN05984,Cash
TXN05985,Bank Transfer
TXN05986,Cash
TXN05987,Cash
TXN05988,Credit Card
TXN05989,Credit Card
TXN05990,Bank Transfer
TXN05991,Credit Card
TXN05992,Bank Transfer
TXN05993,Bank Transfer
TXN05994,Bank Transfer
TXN05995,Bank Transfer
TXN05996,Cash
TXN05997,Bank Transfer
TXN05998,Cash
TXN05999,Bank Transfer
TXN06000,Cash
TXN06001,Cash
TXN06002,Cash
TXN06003,Credit Card
TXN06004,Bank Transfer
TXN06005,Cash
TXN06006,Bank Transfer
TXN06007,Bank Transfer
TXN06008,Cash
TXN06009,Bank Transfer
TXN06010,Bank Transfer
TXN06011,Bank Transfer
TXN06012,Credit Card
TXN06013,Credit Card
TXN06014,Cash
TXN06015,Credit Card
TXN06016,Credit Card
TXN06017,Bank Transfer
TXN06018,Credit Card
TXN06019,Cash
TXN06020,Credit Card
TXN06021,Cash
TXN06022,Credit Card
TXN06023,Bank Transfer
TXN06024,Credit Card
TXN06025,Cash
TXN06026,Cash
TXN06027,Cash
TXN06028,Credit Card
TXN06029,Bank Transfer
TXN06030,Credit Card
TXN06031,Bank Transfer
TXN06032,Cash
TXN06033,Credit Card
TXN06034,Cash
TXN06035,Credit Card
TXN06036,Bank Transfer
TXN06037,Cash
TXN06038,Bank Transfer
TXN06039,Bank Transfer
TXN06040,Bank Transfer
TXN06041,Cash
TXN06042,Credit Card
TXN06043,Credit Card
TXN06044,Cash
TXN06045,Bank Transfer
TXN06046,Credit Card
TXN06047,Credit Card
TXN06048,Bank Transfer
TXN06049,Cash
TXN06050,Bank Transfer
TXN06051,Credit Card
TXN06052,Bank Transfer
TXN06053,Cash
TXN06054,Cash
TXN06055,Bank Transfer
TXN06056,Bank Transfer
TXN06057,Credit Card
TXN06058,Cash
TXN06059,Cash
TXN06060,Credit Card
TXN06061,Cash
TXN06062,Cash
TXN06063,Credit Card
TXN06064,Credit Card
TXN06065,Bank Transfer
TXN06066,Credit Card
TXN06067,Credit Card
TXN06068,Bank Transfer
TXN06069,Bank Transfer
TXN06070,Cash
TXN06071,Bank Transfer
TXN06072,Credit Card
TXN06073,Credit Card
TXN06074,Cash
TXN06075,Cash
TXN06076,Bank Transfer
TXN06077,Bank Transfer
TXN06078,Credit Card
TXN06079,Credit Card
TXN06080,Bank Transfer
TXN06081,Credit Card
TXN06082,Cash
TXN06083,Credit Card
TXN06084,Cash
TXN06085,Cash
TXN06086,Credit Card
TXN06087,Bank Transfer
TXN06088,Bank Transfer
TXN06089,Bank Transfer
TXN06090,Credit Card
TXN06091,Bank Transfer
TXN06092,Cash
TXN06093,Cash
TXN06094,Cash
TXN06095,Bank Transfer
TXN06096,Bank Transfer
TXN06097,Cash
TXN06098,Credit Card
TXN06099,Credit Card
TXN06100,Bank Transfer
TXN06101,Credit Card
TXN06102,Cash
TXN06103,Bank Transfer
TXN06104,Credit Card
TXN06105,Bank Transfer
TXN06106,Cash
TXN06107,Bank Transfer
TXN06108,Credit Card
TXN06109,Credit Card
TXN06110,Credit Card
TXN06111,Credit Card
TXN06112,Credit Card
TXN06113,Cash
TXN06114,Cash
TXN06115,Cash
TXN06116,Cash
TXN06117,Cash
TXN06118,Bank Transfer
TXN06119,Cash
TXN06120,Credit Card
TXN06121,Credit Card
TXN06122,Cash
TXN06123,Bank Transfer
TXN06124,Credit Card
TXN06125,Bank Transfer
TXN06126,Bank Transfer
TXN06127,Credit Card
TXN06128,Credit Card
TXN06129,Cash
TXN06130,Cash
TXN06131,Bank Transfer
TXN06132,Credit Card
TXN06133,Cash
TXN06134,Credit Card
TXN06135,Cash
TXN06136,Credit Card
TXN06137,Credit Card
TXN06138,Cash
TXN06139,Credit Card
TXN06140,Bank Transfer
TXN06141,Cash
TXN06142,Credit Card
TXN06143,Credit Card
TXN06144,Credit Card
TXN06145,Cash
TXN06146,Bank Transfer
TXN06147,Credit Card
TXN06148,Credit Card
TXN06149,Cash
TXN06150,Cash
TXN06151,Credit Card
TXN06152,Cash
TXN06153,Cash
TXN06154,Credit Card
TXN06155,Credit Card
TXN06156,Cash
TXN06157,Bank Transfer
TXN06158,Bank Transfer
TXN06159,Bank Transfer
TXN06160,Cash
TXN06161,Bank Transfer
TXN06162,Cash
TXN06163,Bank Transfer
TXN06164,Cash
TXN06165,Bank Transfer
TXN06166,Credit Card
TXN06167,Cash
TXN06168,Cash
TXN06169,Credit Card
TXN06170,Credit Card
TXN06171,Cash
TXN06172,Credit Card
TXN06173,Cash
TXN06174,Credit Card
TXN06175,Bank Transfer
TXN06176,Bank Transfer
TXN06177,Cash
TXN06178,Credit Card
TXN06179,Bank Transfer
TXN06180,Bank Transfer
TXN06181,Cash
TXN06182,Cash
TXN06183,Credit Card
TXN06184,Credit Card
TXN06185,Cash
TXN06186,Cash
TXN06187,Cash
TXN06188,Credit Card
TXN06189,Bank Transfer
TXN06190,Credit Card
TXN06191,Credit Card
TXN06192,Bank Transfer
TXN06193,Credit Card
TXN06194,Credit Card
TXN06195,Bank Transfer
TXN06196,Cash
TXN06197,Cash
TXN06198,Cash
TXN06199,Credit Card
TXN06200,Bank Transfer
TXN06201,Bank Transfer
TXN06202,Bank Transfer
TXN06203,Bank Transfer
TXN06204,Cash
TXN06205,Bank Transfer
TXN06206,Bank Transfer
TXN06207,Bank Transfer
TXN06208,Cash
TXN06209,Cash
TXN06210,Bank Transfer
TXN06211,Cash
TXN06212,Bank Transfer
TXN06213,Bank Transfer
TXN06214,Cash
TXN06215,Cash
TXN06216,Credit Card
TXN06217,Bank Transfer
TXN06218,Credit Card
TXN06219,Bank Transfer
TXN06220,Cash
TXN06221,Bank Transfer
TXN06222,Bank Transfer
TXN06223,Credit Card
TXN06224,Credit Card
TXN06225,Cash
TXN06226,Cash
TXN06227,Bank Transfer
TXN06228,Credit Card
TXN06229,Cash
TXN06230,Bank Transfer
TXN06231,Bank Transfer
TXN06232,Cash
TXN06233,Cash
TXN06234,Bank Transfer
TXN06235,Bank Transfer
TXN06236,Credit Card
TXN06237,Bank Transfer
TXN06238,Bank Transfer
TXN06239,Credit Card
TXN06240,Credit Card
TXN06241,Bank Transfer
TXN06242,Credit Card
TXN06243,Credit Card
TXN06244,Credit Card
TXN06245,Bank Transfer
TXN06246,Bank Transfer
TXN06247,Cash
TXN06248,Cash
