Transaction_ID,Risk_Type
TXN03330,None
TXN03331,None
TXN03332,None
TXN03333,None
TXN03334,None
TXN03335,Misstatement
TXN03336,None
TXN03337,Fraud
TXN03338,None
TXN03339,None
TXN03340,None
TXN03341,Misstatement
TXN03342,None
TXN03343,None
TXN03344,None
TXN03345,None
TXN03346,None
TXN03347,None
TXN03348,None
TXN03349,None
TXN03350,None
TXN03351,None
TXN03352,None
TXN03353,Fraud
TXN03354,None
TXN03355,None
TXN03356,None
TXN03357,None
TXN03358,None
TXN03359,None
TXN03360,None
TXN03361,None
TXN03362,None
TXN03363,None
TXN03364,None
TXN03365,Fraud
TXN03366,None
TXN03367,None
TXN03368,None
TXN03369,None
TXN03370,None
TXN03371,None
TXN03372,None
TXN03373,None
TXN03374,None
TXN03375,None
TXN03376,None
TXN03377,None
TXN03378,None
TXN03379,None
TXN03380,None
TXN03381,None
TXN03382,None
TXN03383,None
TXN03384,None
TXN03385,None
TXN03386,Fraud
TXN03387,None
TXN03388,None
TXN03389,None
TXN03390,None
TXN03391,None
TXN03392,Error
TXN03393,Fraud
TXN03394,None
TXN03395,Fraud
TXN03396,Error
TXN03397,None
TXN03398,None
TXN03399,None
TXN03400,None
TXN03401,None
TXN03402,None
TXN03403,Error
TXN03404,None
TXN03405,None
TXN03406,None
TXN03407,Fraud
TXN03408,Misstatement
TXN03409,None
TXN03410,None
TXN03411,None
TXN03412,None
TXN03413,None
TXN03414,None
TXN03415,None
TXN03416,None
TXN03417,None
TXN03418,None
TXN03419,None
TXN03420,None
TXN03421,None
TXN03422,None
TXN03423,None
TXN03424,None
TXN03425,None
TXN03426,None
TXN03427,None
TXN03428,None
TXN03429,Misstatement
TXN03430,None
TXN03431,None
TXN03432,Misstatement
TXN03433,None
TXN03434,None
TXN03435,None
TXN03436,None
TXN03437,None
TXN03438,None
TXN03439,Misstatement
TXN03440,Error
TXN03441,None
TXN03442,None
TXN03443,None
TXN03444,Error
TXN03445,Misstatement
TXN03446,None
TXN03447,None
TXN03448,None
TXN03449,None
TXN03450,None
TXN03451,None
TXN03452,None
TXN03453,None
TXN03454,None
TXN03455,Misstatement
TXN03456,None
TXN03457,None
TXN03458,None
TXN03459,None
TXN03460,None
TXN03461,None
TXN03462,None
TXN03463,None
TXN03464,None
TXN03465,None
TXN03466,None
TXN03467,None
TXN03468,None
TXN03469,None
TXN03470,None
TXN03471,None
TXN03472,None
TXN03473,None
TXN03474,None
TXN03475,None
TXN03476,None
TXN03477,Misstatement
TXN03478,None
TXN03479,None
TXN03480,None
TXN03481,None
TXN03482,None
TXN03483,None
TXN03484,Misstatement
TXN03485,None
TXN03486,None
TXN03487,None
TXN03488,None
TXN03489,None
TXN03490,None
TXN03491,None
TXN03492,None
TXN03493,Fraud
TXN03494,Error
TXN03495,None
TXN03496,None
TXN03497,Fraud
TXN03498,Fraud
TXN03499,None
TXN03500,None
TXN03501,None
TXN03502,None
TXN03503,Error
TXN03504,None
TXN03505,Error
TXN03506,None
TXN03507,Fraud
TXN03508,None
TXN03509,None
TXN03510,None
TXN03511,None
TXN03512,None
TXN03513,Error
TXN03514,None
TXN03515,Error
TXN03516,Misstatement
TXN03517,None
TXN03518,None
TXN03519,None
TXN03520,None
TXN03521,None
TXN03522,None
TXN03523,None
TXN03524,None
TXN03525,None
TXN03526,None
TXN03527,Error
TXN03528,None
TXN03529,Misstatement
TXN03530,None
TXN03531,None
TXN03532,None
TXN03533,None
TXN03534,None
TXN03535,None
TXN03536,None
TXN03537,None
TXN03538,None
TXN03539,None
TXN03540,None
TXN03541,None
TXN03542,None
TXN03543,None
TXN03544,None
TXN03545,Misstatement
TXN03546,None
TXN03547,None
TXN03548,None
TXN03549,None
TXN03550,None
TXN03551,None
TXN03552,None
TXN03553,None
TXN03554,None
TXN03555,None
TXN03556,None
TXN03557,None
TXN03558,None
TXN03559,None
TXN03560,None
TXN03561,None
TXN03562,None
TXN03563,None
TXN03564,None
TXN03565,None
TXN03566,None
TXN03567,None
TXN03568,None
TXN03569,None
TXN03570,Error
TXN03571,None
TXN03572,None
TXN03573,None
TXN03574,Misstatement
TXN03575,Error
TXN03576,None
TXN03577,None
TXN03578,None
TXN03579,None
TXN03580,None
TXN03581,None
TXN03582,None
TXN03583,None
TXN03584,Fraud
TXN03585,None
TXN03586,None
TXN03587,None
TXN03588,None
TXN03589,None
TXN03590,None
TXN03591,Error
TXN03592,None
TXN03593,None
TXN03594,None
TXN03595,None
TXN03596,None
TXN03597,None
TXN03598,None
TXN03599,None
TXN03600,None
TXN03601,None
TXN03602,None
TXN03603,None
TXN03604,None
TXN03605,None
TXN03606,None
TXN03607,None
TXN03608,None
TXN03609,Misstatement
TXN03610,Fraud
TXN03611,None
TXN03612,None
TXN03613,None
TXN03614,None
TXN03615,None
TXN03616,None
TXN03617,None
TXN03618,None
TXN03619,None
TXN03620,None
TXN03621,None
TXN03622,None
TXN03623,None
TXN03624,Misstatement
TXN03625,None
TXN03626,None
TXN03627,None
TXN03628,Fraud
TXN03629,None
TXN03630,None
TXN03631,None
TXN03632,None
TXN03633,None
TXN03634,None
TXN03635,None
TXN03636,None
TXN03637,Misstatement
TXN03638,None
TXN03639,None
TXN03640,None
TXN03641,None
TXN03642,Fraud
TXN03643,None
TXN03644,None
TXN03645,None
TXN03646,None
TXN03647,None
TXN03648,None
TXN03649,None
TXN03650,Error
TXN03651,None
TXN03652,None
TXN03653,None
TXN03654,None
TXN03655,None
TXN03656,None
TXN03657,None
TXN03658,None
TXN03659,None
TXN03660,Misstatement
TXN03661,None
TXN03662,None
TXN03663,None
TXN03664,None
TXN03665,None
TXN03666,None
TXN03667,None
TXN03668,None
TXN03669,None
TXN03670,None
TXN03671,None
TXN03672,None
TXN03673,None
TXN03674,None
TXN03675,None
TXN03676,None
TXN03677,None
TXN03678,None
TXN03679,None
TXN03680,None
TXN03681,None
TXN03682,None
TXN03683,None
TXN03684,None
TXN03685,None
TXN03686,None
TXN03687,Error
TXN03688,None
TXN03689,None
TXN03690,None
TXN03691,None
TXN03692,None
TXN03693,None
TXN03694,None
TXN03695,None
TXN03696,None
TXN03697,Error
TXN03698,None
TXN03699,Misstatement
TXN03700,None
TXN03701,None
TXN03702,None
TXN03703,None
TXN03704,None
TXN03705,Error
TXN03706,Error
TXN03707,None
TXN03708,None
TXN03709,None
TXN03710,Error
TXN03711,None
TXN03712,None
TXN03713,None
TXN03714,None
TXN03715,Error
TXN03716,None
TXN03717,None
TXN03718,None
TXN03719,None
TXN03720,None
TXN03721,None
TXN03722,None
TXN03723,Misstatement
TXN03724,None
TXN03725,None
TXN03726,Fraud
TXN03727,None
TXN03728,None
TXN03729,None
TXN03730,None
TXN03731,None
TXN03732,Error
TXN03733,None
TXN03734,None
TXN03735,None
TXN03736,None
TXN03737,None
TXN03738,None
TXN03739,None
TXN03740,None
TXN03741,Misstatement
TXN03742,None
TXN03743,None
TXN03744,None
TXN03745,None
TXN03746,None
TXN03747,None
TXN03748,None
TXN03749,None
TXN03750,Misstatement
TXN03751,Misstatement
TXN03752,Misstatement
TXN03753,None
TXN03754,None
TXN03755,None
TXN03756,None
TXN03757,None
TXN03758,None
TXN03759,None
TXN03760,None
TXN03761,None
TXN03762,None
TXN03763,None
TXN03764,None
TXN03765,None
TXN03766,None
TXN03767,None
TXN03768,None
TXN03769,None
TXN03770,None
TXN03771,None
TXN03772,Error
TXN03773,None
TXN03774,None
TXN03775,None
TXN03776,Misstatement
TXN03777,None
TXN03778,None
TXN03779,None
TXN03780,Misstatement
TXN03781,None
TXN03782,None
TXN03783,None
TXN03784,None
TXN03785,None
TXN03786,None
TXN03787,None
TXN03788,None
TXN03789,None
TXN03790,Error
TXN03791,None
TXN03792,None
TXN03793,None
TXN03794,None
TXN03795,None
TXN03796,None
TXN03797,None
TXN03798,None
TXN03799,None
TXN03800,None
TXN03801,None
TXN03802,Fraud
TXN03803,None
TXN03804,Misstatement
TXN03805,None
TXN03806,Fraud
TXN03807,None
TXN03808,None
TXN03809,None
TXN03810,None
TXN03811,None
TXN03812,None
TXN03813,None
TXN03814,None
TXN03815,None
TXN03816,None
TXN03817,None
TXN03818,None
TXN03819,None
TXN03820,None
TXN03821,None
TXN03822,None
TXN03823,None
TXN03824,None
TXN03825,None
TXN03826,None
TXN03827,None
TXN03828,None
TXN03829,None
TXN03830,None
TXN03831,None
TXN03832,None
TXN03833,None
TXN03834,None
TXN03835,None
TXN03836,None
TXN03837,Error
TXN03838,None
TXN03839,Error
TXN03840,None
TXN03841,None
TXN03842,None
TXN03843,None
TXN03844,None
TXN03845,None
TXN03846,None
TXN03847,Misstatement
TXN03848,None
TXN03849,None
TXN03850,None
TXN03851,None
TXN03852,None
TXN03853,None
TXN03854,Misstatement
TXN03855,None
TXN03856,None
TXN03857,None
TXN03858,None
TXN03859,None
TXN03860,None
TXN03861,None
TXN03862,None
TXN03863,None
TXN03864,None
TXN03865,None
TXN03866,None
TXN03867,None
TXN03868,None
TXN03869,None
TXN03870,None
TXN03871,None
TXN03872,None
TXN03873,None
TXN03874,None
TXN03875,None
TXN03876,None
TXN03877,None
TXN03878,Misstatement
TXN03879,None
TXN03880,None
TXN03881,None
TXN03882,None
TXN03883,Error
TXN03884,None
TXN03885,Fraud
TXN03886,Fraud
TXN03887,Error
TXN03888,None
TXN03889,None
TXN03890,None
TXN03891,None
TXN03892,None
TXN03893,None
TXN03894,None
TXN03895,None
TXN03896,None
TXN03897,None
TXN03898,None
TXN03899,None
TXN03900,None
TXN03901,None
TXN03902,None
TXN03903,Fraud
TXN03904,None
TXN03905,None
TXN03906,None
TXN03907,None
TXN03908,None
TXN03909,None
TXN03910,None
TXN03911,None
TXN03912,None
TXN03913,None
TXN03914,Fraud
TXN03915,Fraud
TXN03916,None
TXN03917,None
TXN03918,None
TXN03919,None
TXN03920,None
TXN03921,Misstatement
TXN03922,None
TXN03923,None
TXN03924,None
TXN03925,Fraud
TXN03926,None
TXN03927,None
TXN03928,None
TXN03929,None
TXN03930,None
TXN03931,Fraud
TXN03932,None
TXN03933,None
TXN03934,None
TXN03935,None
TXN03936,None
TXN03937,None
TXN03938,None
TXN03939,None
TXN03940,None
TXN03941,None
TXN03942,Misstatement
TXN03943,None
TXN03944,None
TXN03945,None
TXN03946,None
TXN03947,None
TXN03948,None
TXN03949,None
TXN03950,None
TXN03951,None
TXN03952,None
TXN03953,Error
TXN03954,None
TXN03955,None
TXN03956,Error
TXN03957,Error
TXN03958,None
TXN03959,None
TXN03960,None
TXN03961,None
TXN03962,None
TXN03963,None
TXN03964,None
TXN03965,None
TXN03966,None
TXN03967,None
TXN03968,None
TXN03969,None
TXN03970,None
TXN03971,Misstatement
TXN03972,None
TXN03973,None
TXN03974,None
TXN03975,None
TXN03976,Misstatement
TXN03977,None
TXN03978,None
TXN03979,None
TXN03980,None
TXN03981,None
TXN03982,None
TXN03983,None
TXN03984,None
TXN03985,None
TXN03986,Fraud
TXN03987,None
TXN03988,None
TXN03989,None
TXN03990,Fraud
TXN03991,None
TXN03992,None
TXN03993,None
TXN03994,None
TXN03995,None
TXN03996,None
TXN03997,None
TXN03998,None
TXN03999,None
TXN04000,None
TXN04001,None
TXN04002,None
TXN04003,None
TXN04004,None
TXN04005,None
TXN04006,None
TXN04007,None
TXN04008,None
TXN04009,None
TXN04010,None
TXN04011,None
TXN04012,None
TXN04013,None
TXN04014,None
TXN04015,None
TXN04016,None
TXN04017,Error
TXN04018,Error
TXN04019,None
TXN04020,None
TXN04021,None
TXN04022,None
TXN04023,None
TXN04024,None
TXN04025,None
TXN04026,None
TXN04027,None
TXN04028,None
TXN04029,None
TXN04030,None
TXN04031,None
TXN04032,None
TXN04033,None
TXN04034,Fraud
TXN04035,None
TXN04036,Misstatement
TXN04037,Fraud
TXN04038,None
TXN04039,None
TXN04040,None
TXN04041,Misstatement
TXN04042,None
TXN04043,None
TXN04044,None
TXN04045,None
TXN04046,None
TXN04047,None
TXN04048,None
TXN04049,Error
TXN04050,None
TXN04051,Misstatement
TXN04052,None
TXN04053,None
TXN04054,None
TXN04055,None
TXN04056,None
TXN04057,None
TXN04058,None
TXN04059,Misstatement
TXN04060,Fraud
TXN04061,None
TXN04062,None
TXN04063,None
TXN04064,None
TXN04065,Fraud
TXN04066,None
TXN04067,None
TXN04068,Error
TXN04069,None
TXN04070,None
TXN04071,None
TXN04072,None
TXN04073,None
TXN04074,None
TXN04075,None
TXN04076,None
TXN04077,None
TXN04078,None
TXN04079,None
TXN04080,None
TXN04081,None
TXN04082,None
TXN04083,None
TXN04084,None
TXN04085,None
TXN04086,None
TXN04087,None
TXN04088,None
TXN04089,None
TXN04090,None
TXN04091,None
TXN04092,None
TXN04093,None
TXN04094,Fraud
TXN04095,None
TXN04096,None
TXN04097,None
TXN04098,None
TXN04099,None
TXN04100,None
TXN04101,None
TXN04102,None
TXN04103,None
TXN04104,None
TXN04105,None
TXN04106,None
TXN04107,Misstatement
TXN04108,None
TXN04109,Fraud
TXN04110,None
TXN04111,None
TXN04112,None
TXN04113,None
TXN04114,None
TXN04115,None
TXN04116,None
TXN04117,Fraud
TXN04118,None
TXN04119,None
TXN04120,None
TXN04121,None
TXN04122,None
TXN04123,None
TXN04124,Misstatement
TXN04125,None
TXN04126,None
TXN04127,None
TXN04128,Fraud
TXN04129,None
TXN04130,None
TXN04131,None
TXN04132,None
TXN04133,None
TXN04134,None
TXN04135,None
TXN04136,None
TXN04137,None
TXN04138,None
TXN04139,None
TXN04140,None
TXN04141,None
TXN04142,None
TXN04143,None
TXN04144,None
TXN04145,Fraud
TXN04146,None
TXN04147,None
TXN04148,None
TXN04149,None
TXN04150,None
TXN04151,None
TXN04152,None
TXN04153,None
TXN04154,None
TXN04155,None
TXN04156,None
TXN04157,None
TXN04158,Misstatement
TXN04159,Error
TXN04160,None
TXN04161,None
TXN04162,None
TXN04163,None
TXN04164,None
TXN04165,None
TXN04166,None
TXN04167,None
TXN04168,None
TXN04169,None
TXN04170,None
TXN04171,None
TXN04172,Misstatement
TXN04173,None
TXN04174,None
TXN04175,Fraud
TXN04176,Fraud
TXN04177,None
TXN04178,None
TXN04179,None
TXN04180,None
TXN04181,None
TXN04182,None
TXN04183,None
TXN04184,None
TXN04185,None
TXN04186,None
TXN04187,None
TXN04188,None
TXN04189,None
TXN04190,None
TXN04191,None
TXN04192,Error
TXN04193,None
TXN04194,None
TXN04195,None
TXN04196,None
TXN04197,None
TXN04198,None
TXN04199,None
TXN04200,None
TXN04201,None
TXN04202,None
TXN04203,None
TXN04204,Misstatement
TXN04205,None
TXN04206,None
TXN04207,None
TXN04208,None
TXN04209,None
TXN04210,None
TXN04211,None
TXN04212,None
TXN04213,None
TXN04214,None
TXN04215,None
TXN04216,None
TXN04217,None
TXN04218,None
TXN04219,None
TXN04220,None
TXN04221,None
TXN04222,None
TXN04223,Error
TXN04224,None
TXN04225,None
TXN04226,None
TXN04227,None
TXN04228,None
TXN04229,None
TXN04230,None
TXN04231,None
TXN04232,None
TXN04233,None
TXN04234,Misstatement
TXN04235,None
TXN04236,None
TXN04237,None
TXN04238,None
TXN04239,None
TXN04240,None
TXN04241,None
TXN04242,None
TXN04243,None
TXN04244,None
TXN04245,None
TXN04246,Fraud
TXN04247,None
TXN04248,None
TXN04249,None
TXN04250,Misstatement
TXN04251,None
TXN04252,None
TXN04253,None
TXN04254,None
TXN04255,None
TXN04256,None
TXN04257,Misstatement
TXN04258,None
TXN04259,None
TXN04260,None
TXN04261,None
TXN04262,Misstatement
TXN04263,None
TXN04264,None
TXN04265,None
TXN04266,None
TXN04267,None
TXN04268,None
TXN04269,None
TXN04270,Error
TXN04271,None
TXN04272,Error
TXN04273,None
TXN04274,None
TXN04275,None
TXN04276,None
TXN04277,None
TXN04278,None
TXN04279,None
TXN04280,None
TXN04281,None
TXN04282,None
TXN04283,None
TXN04284,None
TXN04285,None
TXN04286,None
TXN04287,Fraud
TXN04288,None
TXN04289,None
TXN04290,None
TXN04291,None
TXN04292,None
TXN04293,None
TXN04294,Fraud
TXN04295,None
TXN04296,None
TXN04297,None
TXN04298,None
TXN04299,None
TXN04300,None
TXN04301,None
TXN04302,Error
TXN04303,None
TXN04304,None
TXN04305,None
TXN04306,None
TXN04307,None
TXN04308,None
TXN04309,None
TXN04310,None
TXN04311,None
TXN04312,Error
TXN04313,None
TXN04314,Fraud
TXN04315,Error
TXN04316,None
TXN04317,None
TXN04318,None
TXN04319,None
TXN04320,None
TXN04321,None
TXN04322,Misstatement
TXN04323,None
TXN04324,None
TXN04325,None
TXN04326,Fraud
TXN04327,None
TXN04328,Fraud
TXN04329,None
TXN04330,None
TXN04331,None
TXN04332,None
TXN04333,None
TXN04334,None
TXN04335,None
TXN04336,None
TXN04337,None
TXN04338,Fraud
TXN04339,None
TXN04340,None
TXN04341,None
TXN04342,None
TXN04343,None
TXN04344,None
TXN04345,None
TXN04346,None
TXN04347,None
TXN04348,None
TXN04349,None
TXN04350,None
TXN04351,None
TXN04352,None
TXN04353,None
TXN04354,Misstatement
TXN04355,None
TXN04356,None
TXN04357,None
TXN04358,None
TXN04359,None
TXN04360,None
TXN04361,None
TXN04362,None
TXN04363,None
TXN04364,None
TXN04365,None
TXN04366,None
TXN04367,None
TXN04368,None
TXN04369,None
TXN04370,None
TXN04371,None
TXN04372,None
TXN04373,None
TXN04374,None
TXN04375,None
TXN04376,None
TXN04377,None
TXN04378,None
TXN04379,None
TXN04380,None
TXN04381,None
TXN04382,None
TXN04383,None
TXN04384,None
TXN04385,Misstatement
TXN04386,None
TXN04387,Error
TXN04388,None
TXN04389,None
TXN04390,None
TXN04391,None
TXN04392,None
TXN04393,None
TXN04394,None
TXN04395,Misstatement
TXN04396,None
TXN04397,None
TXN04398,None
TXN04399,None
TXN04400,None
TXN04401,None
TXN04402,None
TXN04403,None
TXN04404,None
TXN04405,Error
TXN04406,None
TXN04407,Error
TXN04408,None
TXN04409,None
TXN04410,None
TXN04411,None
TXN04412,None
TXN04413,None
TXN04414,None
TXN04415,None
TXN04416,None
TXN04417,None
TXN04418,None
TXN04419,None
TXN04420,None
TXN04421,None
TXN04422,Error
TXN04423,None
TXN04424,None
TXN04425,None
TXN04426,None
TXN04427,None
TXN04428,None
TXN04429,None
TXN04430,None
TXN04431,None
TXN04432,None
TXN04433,None
TXN04434,Misstatement
TXN04435,None
TXN04436,None
TXN04437,None
TXN04438,None
TXN04439,Fraud
TXN04440,None
TXN04441,Fraud
TXN04442,None
TXN04443,None
TXN04444,None
TXN04445,None
TXN04446,Fraud
TXN04447,None
TXN04448,None
TXN04449,None
TXN04450,None
TXN04451,None
TXN04452,None
TXN04453,None
TXN04454,None
TXN04455,Misstatement
TXN04456,None
TXN04457,None
TXN04458,None
TXN04459,None
TXN04460,None
TXN04461,None
TXN04462,None
TXN04463,Fraud
TXN04464,None
TXN04465,None
TXN04466,None
TXN04467,None
TXN04468,None
TXN04469,Error
TXN04470,Misstatement
TXN04471,Misstatement
TXN04472,Misstatement
TXN04473,None
TXN04474,None
TXN04475,None
TXN04476,None
TXN04477,None
TXN04478,None
TXN04479,None
TXN04480,None
TXN04481,None
TXN04482,None
TXN04483,None
TXN04484,None
TXN04485,None
TXN04486,None
TXN04487,None
TXN04488,None
TXN04489,None
TXN04490,None
TXN04491,None
TXN04492,None
TXN04493,None
TXN04494,None
TXN04495,None
TXN04496,None
TXN04497,None
TXN04498,None
TXN04499,None
TXN04500,None
TXN04501,None
TXN04502,None
TXN04503,None
TXN04504,None
TXN04505,None
TXN04506,None
TXN04507,None
TXN04508,None
TXN04509,None
TXN04510,Fraud
TXN04511,None
TXN04512,None
TXN04513,None
TXN04514,None
TXN04515,None
TXN04516,None
TXN04517,None
TXN04518,Error
TXN04519,None
TXN04520,None
TXN04521,Misstatement
TXN04522,None
TXN04523,Error
TXN04524,None
TXN04525,None
TXN04526,None
TXN04527,None
TXN04528,Fraud
TXN04529,None
TXN04530,None
TXN04531,None
TXN04532,None
TXN04533,None
TXN04534,None
TXN04535,None
TXN04536,None
TXN04537,None
TXN04538,None
TXN04539,None
TXN04540,None
TXN04541,None
TXN04542,None
TXN04543,None
TXN04544,None
TXN04545,None
TXN04546,None
TXN04547,None
TXN04548,None
TXN04549,None
TXN04550,None
TXN04551,Error
TXN04552,None
TXN04553,None
TXN04554,Fraud
TXN04555,None
TXN04556,None
TXN04557,None
TXN04558,None
TXN04559,Misstatement
TXN04560,Fraud
TXN04561,None
TXN04562,None
TXN04563,Fraud
TXN04564,None
TXN04565,None
TXN04566,Fraud
TXN04567,None
TXN04568,None
TXN04569,None
TXN04570,Misstatement
TXN04571,None
TXN04572,None
TXN04573,None
TXN04574,None
TXN04575,None
TXN04576,None
TXN04577,None
TXN04578,None
TXN04579,Fraud
TXN04580,None
TXN04581,Fraud
TXN04582,None
TXN04583,None
TXN04584,None
TXN04585,None
TXN04586,Error
TXN04587,None
TXN04588,None
TXN04589,None
TXN04590,None
TXN04591,None
TXN04592,None
TXN04593,None
TXN04594,None
TXN04595,None
TXN04596,None
TXN04597,None
TXN04598,None
TXN04599,None
TXN04600,None
TXN04601,None
TXN04602,None
TXN04603,Misstatement
TXN04604,None
TXN04605,None
TXN04606,Error
TXN04607,None
TXN04608,None
TXN04609,Misstatement
TXN04610,None
TXN04611,None
TXN04612,None
TXN04613,None
TXN04614,None
TXN04615,None
TXN04616,None
TXN04617,None
TXN04618,Error
TXN04619,None
TXN04620,Error
TXN04621,Fraud
TXN04622,None
TXN04623,None
TXN04624,None
TXN04625,Fraud
TXN04626,None
TXN04627,None
TXN04628,None
TXN04629,None
TXN04630,None
TXN04631,None
TXN04632,None
TXN04633,None
TXN04634,Misstatement
TXN04635,None
TXN04636,Misstatement
TXN04637,None
TXN04638,None
TXN04639,None
TXN04640,None
TXN04641,Error
TXN04642,None
TXN04643,Misstatement
TXN04644,None
TXN04645,None
TXN04646,None
TXN04647,None
TXN04648,None
TXN04649,Misstatement
TXN04650,None
TXN04651,None
TXN04652,None
TXN04653,None
TXN04654,None
TXN04655,None
TXN04656,None
TXN04657,None
TXN04658,None
TXN04659,None
TXN04660,None
TXN04661,None
TXN04662,None
TXN04663,None
TXN04664,None
TXN04665,None
TXN04666,None
TXN04667,None
TXN04668,None
TXN04669,None
TXN04670,None
TXN04671,None
TXN04672,Error
TXN04673,None
TXN04674,None
TXN04675,None
TXN04676,Error
TXN04677,None
TXN04678,Misstatement
TXN04679,None
TXN04680,None
TXN04681,None
TXN04682,None
TXN04683,Misstatement
TXN04684,None
TXN04685,None
TXN04686,None
TXN04687,None
TXN04688,None
TXN04689,None
TXN04690,Fraud
TXN04691,None
TXN04692,None
TXN04693,None
TXN04694,None
TXN04695,None
TXN04696,Error
TXN04697,None
TXN04698,None
TXN04699,None
TXN04700,Error
TXN04701,None
TXN04702,None
TXN04703,None
TXN04704,None
TXN04705,None
TXN04706,None
TXN04707,None
TXN04708,None
TXN04709,None
TXN04710,None
TXN04711,None
TXN04712,None
TXN04713,None
TXN04714,None
TXN04715,None
TXN04716,None
TXN04717,None
TXN04718,Error
TXN04719,None
TXN04720,Misstatement
TXN04721,None
TXN04722,None
TXN04723,None
TXN04724,None
TXN04725,None
TXN04726,None
TXN04727,Misstatement
TXN04728,None
TXN04729,None
TXN04730,None
TXN04731,None
TXN04732,None
TXN04733,None
TXN04734,Error
TXN04735,None
TXN04736,None
TXN04737,None
TXN04738,None
TXN04739,None
TXN04740,None
TXN04741,None
TXN04742,None
TXN04743,None
TXN04744,Misstatement
TXN04745,None
TXN04746,None
TXN04747,None
TXN04748,None
TXN04749,None
TXN04750,None
TXN04751,None
TXN04752,None
TXN04753,None
TXN04754,None
TXN04755,Error
TXN04756,Misstatement
TXN04757,None
TXN04758,None
TXN04759,None
TXN04760,Fraud
TXN04761,None
TXN04762,Error
TXN04763,None
TXN04764,None
TXN04765,None
TXN04766,Error
TXN04767,Fraud
TXN04768,None
TXN04769,None
TXN04770,None
TXN04771,None
TXN04772,None
TXN04773,None
TXN04774,None
TXN04775,None
TXN04776,None
TXN04777,None
TXN04778,None
TXN04779,None
TXN04780,None
TXN04781,None
TXN04782,None
TXN04783,None
TXN04784,None
TXN04785,None
TXN04786,None
TXN04787,Fraud
TXN04788,Fraud
TXN04789,None
TXN04790,None
TXN04791,None
TXN04792,Misstatement
TXN04793,None
TXN04794,None
TXN04795,None
TXN04796,None
TXN04797,None
TXN04798,None
TXN04799,None
TXN04800,None
TXN04801,None
TXN04802,None
TXN04803,Error
TXN04804,None
TXN04805,None
TXN04806,None
TXN04807,None
TXN04808,Fraud
TXN04809,None
TXN04810,Error
TXN04811,None
TXN04812,Misstatement
TXN04813,None
TXN04814,None
TXN04815,None
TXN04816,Error
TXN04817,Fraud
TXN04818,None
TXN04819,Error
TXN04820,None
TXN04821,None
TXN04822,None
TXN04823,None
TXN04824,None
TXN04825,None
TXN04826,None
TXN04827,None
TXN04828,None
TXN04829,None
TXN04830,None
TXN04831,None
TXN04832,None
TXN04833,None
TXN04834,None
TXN04835,None
TXN04836,None
TXN04837,None
TXN04838,None
TXN04839,None
TXN04840,None
TXN04841,Fraud
TXN04842,Misstatement
TXN04843,None
TXN04844,None
TXN04845,None
TXN04846,None
TXN04847,Misstatement
TXN04848,None
TXN04849,None
TXN04850,None
TXN04851,Fraud
TXN04852,None
TXN04853,None
TXN04854,None
TXN04855,None
TXN04856,None
TXN04857,None
TXN04858,Fraud
TXN04859,Misstatement
TXN04860,Error
TXN04861,None
TXN04862,None
TXN04863,None
TXN04864,None
TXN04865,None
TXN04866,None
TXN04867,None
TXN04868,None
TXN04869,None
TXN04870,None
TXN04871,None
TXN04872,None
TXN04873,None
TXN04874,None
TXN04875,None
TXN04876,None
TXN04877,None
TXN04878,None
TXN04879,None
TXN04880,None
TXN04881,None
TXN04882,None
TXN04883,None
TXN04884,None
TXN04885,None
TXN04886,Error
TXN04887,None
TXN04888,None
TXN04889,None
TXN04890,None
TXN04891,None
TXN04892,None
TXN04893,None
TXN04894,None
TXN04895,None
TXN04896,None
TXN04897,None
TXN04898,None
TXN04899,None
TXN04900,Error
TXN04901,None
TXN04902,None
TXN04903,None
TXN04904,None
TXN04905,Fraud
TXN04906,None
TXN04907,Misstatement
TXN04908,None
TXN04909,None
TXN04910,None
TXN04911,Fraud
TXN04912,None
TXN04913,None
TXN04914,None
TXN04915,None
TXN04916,Error
TXN04917,None
TXN04918,None
TXN04919,None
TXN04920,None
TXN04921,Fraud
TXN04922,None
TXN04923,None
TXN04924,Fraud
TXN04925,None
TXN04926,None
TXN04927,None
TXN04928,None
TXN04929,None
TXN04930,Misstatement
TXN04931,None
TXN04932,None
TXN04933,Error
TXN04934,None
TXN04935,None
TXN04936,None
TXN04937,Misstatement
TXN04938,None
TXN04939,None
TXN04940,None
TXN04941,None
TXN04942,None
TXN04943,None
TXN04944,None
TXN04945,None
TXN04946,Fraud
TXN04947,None
TXN04948,None
TXN04949,None
TXN04950,None
TXN04951,None
TXN04952,None
TXN04953,None
TXN04954,None
TXN04955,None
TXN04956,None
TXN04957,None
TXN04958,None
TXN04959,None
TXN04960,None
TXN04961,None
TXN04962,None
TXN04963,None
TXN04964,None
TXN04965,None
TXN04966,None
TXN04967,Misstatement
TXN04968,None
TXN04969,Fraud
TXN04970,None
TXN04971,None
TXN04972,Error
TXN04973,None
TXN04974,None
TXN04975,None
TXN04976,None
TXN04977,None
TXN04978,None
TXN04979,None
TXN04980,None
TXN04981,Misstatement
TXN04982,None
TXN04983,None
TXN04984,None
TXN04985,None
TXN04986,None
TXN04987,None
TXN04988,None
TXN04989,None
TXN04990,None
TXN04991,Misstatement
TXN04992,None
TXN04993,None
TXN04994,None
TXN04995,None
TXN04996,Error
TXN04997,None
TXN04998,None
