Transaction_ID,Date,YearMonth
TXN04453,2024-08-14,2024-08
TXN04454,2024-10-25,2024-10
TXN04455,2024-10-10,2024-10
TXN04456,2024-08-21,2024-08
TXN04457,2024-05-17,2024-05
TXN04458,2024-08-26,2024-08
TXN04459,2024-11-29,2024-11
TXN04460,2024-06-27,2024-06
TXN04461,2024-04-23,2024-04
TXN04462,2024-03-05,2024-03
TXN04463,2024-11-11,2024-11
TXN04464,2024-06-21,2024-06
TXN04465,2024-01-11,2024-01
TXN04466,2024-03-24,2024-03
TXN04467,2024-05-22,2024-05
TXN04468,2024-05-04,2024-05
TXN04469,2024-02-12,2024-02
TXN04470,2024-09-22,2024-09
TXN04471,2024-10-15,2024-10
TXN04472,2024-08-20,2024-08
TXN04473,2024-12-18,2024-12
TXN04474,2024-11-05,2024-11
TXN04475,2024-05-28,2024-05
TXN04476,2024-10-30,2024-10
TXN04477,2024-11-18,2024-11
TXN04478,2024-10-27,2024-10
TXN04479,2024-12-31,2024-12
TXN04480,2024-03-03,2024-03
TXN04481,2024-10-07,2024-10
TXN04482,2024-06-08,2024-06
TXN04483,2024-02-10,2024-02
TXN04484,2024-03-25,2024-03
TXN04485,2024-03-26,2024-03
TXN04486,2024-04-03,2024-04
TXN04487,2024-03-26,2024-03
TXN04488,2024-01-19,2024-01
TXN04489,2024-07-26,2024-07
TXN04490,2024-04-02,2024-04
TXN04491,2024-11-10,2024-11
TXN04492,2024-02-18,2024-02
TXN04493,2024-12-20,2024-12
TXN04494,2024-01-11,2024-01
TXN04495,2024-03-20,2024-03
TXN04496,2024-12-20,2024-12
TXN04497,2024-05-10,2024-05
TXN04498,2024-09-27,2024-09
TXN04499,2024-02-11,2024-02
TXN04500,2024-12-27,2024-12
TXN04501,2024-04-19,2024-04
TXN04502,2024-12-19,2024-12
TXN04503,2024-06-02,2024-06
TXN04504,2024-05-19,2024-05
TXN04505,2024-05-08,2024-05
TXN04506,2024-04-23,2024-04
TXN04507,2025-01-01,2025-01
TXN04508,2024-09-20,2024-09
TXN04509,2024-07-30,2024-07
TXN04510,2024-01-21,2024-01
TXN04511,2024-12-11,2024-12
TXN04512,2024-06-19,2024-06
TXN04513,2024-09-07,2024-09
TXN04514,2024-03-20,2024-03
TXN04515,2024-04-24,2024-04
TXN04516,2024-02-22,2024-02
TXN04517,2024-05-14,2024-05
TXN04518,2024-07-08,2024-07
TXN04519,2024-03-14,2024-03
TXN04520,2024-05-11,2024-05
TXN04521,2024-12-04,2024-12
TXN04522,2024-07-26,2024-07
TXN04523,2024-09-16,2024-09
TXN04524,2024-04-19,2024-04
TXN04525,2024-03-25,2024-03
TXN04526,2024-03-30,2024-03
TXN04527,2024-08-19,2024-08
TXN04528,2024-12-07,2024-12
TXN04529,2024-02-27,2024-02
TXN04530,2024-06-19,2024-06
TXN04531,2024-04-27,2024-04
TXN04532,2024-05-16,2024-05
TXN04533,2024-02-10,2024-02
TXN04534,2024-09-15,2024-09
TXN04535,2024-06-07,2024-06
TXN04536,2024-02-20,2024-02
TXN04537,2024-12-26,2024-12
TXN04538,2024-07-29,2024-07
TXN04539,2024-09-26,2024-09
TXN04540,2024-05-10,2024-05
TXN04541,2024-08-02,2024-08
TXN04542,2024-10-11,2024-10
TXN04543,2024-08-10,2024-08
TXN04544,2024-05-01,2024-05
TXN04545,2024-09-04,2024-09
TXN04546,2024-05-12,2024-05
TXN04547,2024-09-25,2024-09
TXN04548,2024-02-14,2024-02
TXN04549,2024-11-20,2024-11
TXN04550,2024-03-14,2024-03
TXN04551,2024-08-27,2024-08
TXN04552,2024-11-10,2024-11
TXN04553,2024-12-18,2024-12
TXN04554,2024-09-23,2024-09
TXN04555,2024-06-23,2024-06
TXN04556,2025-01-02,2025-01
TXN04557,2024-06-22,2024-06
TXN04558,2024-12-01,2024-12
TXN04559,2024-03-10,2024-03
TXN04560,2024-11-11,2024-11
TXN04561,2024-12-08,2024-12
TXN04562,2024-05-04,2024-05
TXN04563,2024-10-27,2024-10
TXN04564,2024-07-29,2024-07
TXN04565,2024-10-20,2024-10
TXN04566,2024-08-25,2024-08
TXN04567,2024-03-17,2024-03
TXN04568,2024-12-05,2024-12
TXN04569,2024-01-13,2024-01
TXN04570,2024-09-10,2024-09
TXN04571,2024-04-05,2024-04
TXN04572,2024-08-31,2024-08
TXN04573,2024-11-18,2024-11
TXN04574,2024-12-31,2024-12
TXN04575,2024-10-17,2024-10
TXN04576,2024-02-03,2024-02
TXN04577,2024-04-04,2024-04
TXN04578,2024-04-23,2024-04
TXN04579,2024-03-21,2024-03
TXN04580,2024-07-20,2024-07
TXN04581,2024-04-21,2024-04
TXN04582,2024-08-14,2024-08
TXN04583,2024-03-27,2024-03
TXN04584,2024-01-25,2024-01
TXN04585,2024-03-20,2024-03
TXN04586,2024-04-10,2024-04
TXN04587,2024-03-23,2024-03
TXN04588,2024-06-14,2024-06
TXN04589,2024-05-25,2024-05
TXN04590,2024-09-25,2024-09
TXN04591,2024-09-03,2024-09
TXN04592,2024-04-30,2024-04
TXN04593,2024-10-15,2024-10
TXN04594,2024-02-09,2024-02
TXN04595,2024-05-08,2024-05
TXN04596,2025-01-02,2025-01
TXN04597,2024-10-14,2024-10
TXN04598,2024-11-03,2024-11
TXN04599,2024-06-19,2024-06
TXN04600,2024-09-03,2024-09
TXN04601,2024-09-07,2024-09
TXN04602,2024-12-01,2024-12
TXN04603,2024-02-18,2024-02
TXN04604,2024-10-17,2024-10
TXN04605,2024-03-03,2024-03
TXN04606,2024-03-02,2024-03
TXN04607,2024-04-24,2024-04
TXN04608,2024-07-17,2024-07
TXN04609,2024-09-02,2024-09
TXN04610,2024-09-09,2024-09
TXN04611,2024-04-14,2024-04
TXN04612,2024-05-09,2024-05
TXN04613,2024-04-12,2024-04
TXN04614,2024-10-06,2024-10
TXN04615,2024-06-01,2024-06
TXN04616,2024-04-02,2024-04
TXN04617,2024-06-02,2024-06
TXN04618,2024-02-14,2024-02
TXN04619,2024-04-01,2024-04
TXN04620,2024-12-29,2024-12
TXN04621,2024-08-06,2024-08
TXN04622,2024-12-09,2024-12
TXN04623,2024-10-10,2024-10
TXN04624,2024-07-29,2024-07
TXN04625,2024-09-03,2024-09
TXN04626,2024-01-19,2024-01
TXN04627,2024-03-10,2024-03
TXN04628,2024-12-07,2024-12
TXN04629,2024-06-12,2024-06
TXN04630,2024-12-14,2024-12
TXN04631,2024-07-09,2024-07
TXN04632,2024-03-20,2024-03
TXN04633,2024-04-18,2024-04
TXN04634,2024-05-15,2024-05
TXN04635,2024-12-15,2024-12
TXN04636,2024-07-17,2024-07
TXN04637,2024-08-01,2024-08
TXN04638,2024-04-01,2024-04
TXN04639,2024-01-22,2024-01
TXN04640,2024-10-15,2024-10
TXN04641,2024-08-12,2024-08
TXN04642,2024-08-25,2024-08
TXN04643,2024-04-22,2024-04
TXN04644,2024-03-20,2024-03
TXN04645,2024-09-17,2024-09
TXN04646,2024-05-28,2024-05
TXN04647,2024-11-16,2024-11
TXN04648,2024-10-15,2024-10
TXN04649,2024-05-18,2024-05
TXN04650,2024-02-11,2024-02
TXN04651,2024-07-31,2024-07
TXN04652,2024-02-04,2024-02
TXN04653,2024-05-21,2024-05
TXN04654,2024-09-08,2024-09
TXN04655,2024-05-26,2024-05
TXN04656,2024-01-20,2024-01
TXN04657,2024-05-06,2024-05
TXN04658,2024-09-05,2024-09
TXN04659,2024-08-16,2024-08
TXN04660,2024-01-20,2024-01
TXN04661,2024-02-21,2024-02
TXN04662,2024-05-04,2024-05
TXN04663,2024-11-07,2024-11
TXN04664,2024-07-06,2024-07
TXN04665,2024-09-07,2024-09
TXN04666,2024-02-02,2024-02
TXN04667,2024-01-30,2024-01
TXN04668,2025-01-02,2025-01
TXN04669,2024-10-12,2024-10
TXN04670,2024-06-25,2024-06
TXN04671,2024-01-23,2024-01
TXN04672,2024-08-07,2024-08
TXN04673,2024-04-18,2024-04
TXN04674,2024-01-30,2024-01
TXN04675,2024-08-20,2024-08
TXN04676,2024-10-06,2024-10
TXN04677,2024-12-03,2024-12
TXN04678,2024-07-19,2024-07
TXN04679,2024-03-03,2024-03
TXN04680,2024-12-02,2024-12
TXN04681,2024-03-31,2024-03
TXN04682,2024-10-10,2024-10
TXN04683,2024-12-13,2024-12
TXN04684,2024-03-02,2024-03
TXN04685,2025-01-07,2025-01
TXN04686,2025-01-07,2025-01
TXN04687,2024-05-24,2024-05
TXN04688,2024-05-05,2024-05
TXN04689,2024-04-02,2024-04
TXN04690,2024-11-21,2024-11
TXN04691,2024-12-22,2024-12
TXN04692,2024-06-09,2024-06
TXN04693,2024-08-12,2024-08
TXN04694,2024-10-19,2024-10
TXN04695,2024-09-13,2024-09
TXN04696,2024-03-02,2024-03
TXN04697,2024-02-23,2024-02
TXN04698,2024-04-14,2024-04
TXN04699,2024-11-07,2024-11
TXN04700,2024-05-27,2024-05
TXN04701,2024-01-25,2024-01
TXN04702,2024-03-06,2024-03
TXN04703,2024-10-03,2024-10
TXN04704,2024-12-11,2024-12
TXN04705,2024-06-25,2024-06
TXN04706,2024-01-28,2024-01
TXN04707,2024-07-08,2024-07
TXN04708,2024-09-05,2024-09
TXN04709,2024-04-22,2024-04
TXN04710,2024-04-30,2024-04
TXN04711,2024-02-13,2024-02
TXN04712,2025-01-07,2025-01
TXN04713,2024-04-17,2024-04
TXN04714,2024-07-03,2024-07
TXN04715,2024-10-05,2024-10
TXN04716,2024-04-29,2024-04
TXN04717,2024-03-12,2024-03
TXN04718,2024-12-15,2024-12
TXN04719,2024-04-01,2024-04
TXN04720,2024-02-10,2024-02
TXN04721,2024-12-04,2024-12
TXN04722,2024-04-23,2024-04
TXN04723,2024-08-30,2024-08
TXN04724,2024-06-14,2024-06
TXN04725,2024-07-07,2024-07
TXN04726,2024-08-15,2024-08
TXN04727,2024-08-02,2024-08
TXN04728,2024-06-08,2024-06
TXN04729,2024-11-09,2024-11
TXN04730,2024-08-19,2024-08
TXN04731,2024-02-20,2024-02
TXN04732,2024-10-11,2024-10
TXN04733,2024-12-30,2024-12
TXN04734,2024-06-26,2024-06
TXN04735,2024-09-08,2024-09
TXN04736,2024-12-17,2024-12
TXN04737,2024-05-22,2024-05
TXN04738,2024-11-18,2024-11
TXN04739,2024-07-20,2024-07
TXN04740,2024-03-12,2024-03
TXN04741,2024-02-01,2024-02
TXN04742,2024-09-23,2024-09
TXN04743,2024-11-14,2024-11
TXN04744,2024-01-13,2024-01
TXN04745,2024-10-24,2024-10
TXN04746,2024-05-03,2024-05
TXN04747,2024-11-30,2024-11
TXN04748,2024-10-14,2024-10
TXN04749,2024-04-02,2024-04
TXN04750,2024-08-02,2024-08
TXN04751,2024-03-08,2024-03
TXN04752,2024-02-16,2024-02
TXN04753,2024-06-24,2024-06
TXN04754,2024-02-04,2024-02
TXN04755,2024-12-08,2024-12
TXN04756,2024-06-11,2024-06
TXN04757,2024-03-24,2024-03
TXN04758,2024-09-11,2024-09
TXN04759,2024-12-05,2024-12
TXN04760,2024-05-17,2024-05
TXN04761,2024-06-24,2024-06
TXN04762,2024-04-03,2024-04
TXN04763,2024-05-24,2024-05
TXN04764,2024-08-04,2024-08
TXN04765,2024-11-16,2024-11
TXN04766,2024-04-18,2024-04
TXN04767,2024-07-08,2024-07
TXN04768,2024-10-01,2024-10
TXN04769,2024-09-19,2024-09
TXN04770,2024-07-22,2024-07
TXN04771,2024-07-04,2024-07
TXN04772,2024-07-08,2024-07
TXN04773,2024-11-27,2024-11
TXN04774,2024-12-14,2024-12
TXN04775,2024-03-22,2024-03
TXN04776,2024-06-26,2024-06
TXN04777,2024-08-17,2024-08
TXN04778,2024-01-23,2024-01
TXN04779,2024-09-25,2024-09
TXN04780,2024-09-19,2024-09
TXN04781,2024-04-12,2024-04
TXN04782,2024-02-10,2024-02
TXN04783,2024-06-21,2024-06
TXN04784,2024-05-04,2024-05
TXN04785,2024-07-04,2024-07
TXN04786,2024-08-05,2024-08
TXN04787,2024-12-12,2024-12
TXN04788,2024-04-02,2024-04
TXN04789,2024-05-12,2024-05
TXN04790,2024-04-02,2024-04
TXN04791,2024-01-25,2024-01
TXN04792,2024-12-25,2024-12
TXN04793,2024-12-26,2024-12
TXN04794,2024-12-03,2024-12
TXN04795,2024-10-05,2024-10
TXN04796,2024-12-26,2024-12
TXN04797,2024-02-09,2024-02
TXN04798,2024-06-09,2024-06
TXN04799,2024-02-27,2024-02
TXN04800,2024-07-29,2024-07
TXN04801,2024-11-25,2024-11
TXN04802,2024-06-21,2024-06
TXN04803,2024-01-25,2024-01
TXN04804,2024-09-29,2024-09
TXN04805,2024-10-04,2024-10
TXN04806,2024-03-04,2024-03
TXN04807,2024-08-05,2024-08
TXN04808,2024-09-29,2024-09
TXN04809,2024-06-05,2024-06
TXN04810,2024-02-13,2024-02
TXN04811,2024-08-11,2024-08
TXN04812,2024-01-16,2024-01
TXN04813,2024-03-19,2024-03
TXN04814,2024-07-30,2024-07
TXN04815,2024-06-23,2024-06
TXN04816,2024-06-21,2024-06
TXN04817,2024-09-07,2024-09
TXN04818,2024-11-07,2024-11
TXN04819,2024-03-29,2024-03
TXN04820,2024-11-13,2024-11
TXN04821,2024-10-11,2024-10
TXN04822,2024-04-02,2024-04
TXN04823,2025-01-01,2025-01
TXN04824,2024-07-04,2024-07
TXN04825,2024-03-04,2024-03
TXN04826,2024-01-25,2024-01
TXN04827,2024-04-08,2024-04
TXN04828,2024-03-02,2024-03
TXN04829,2024-02-04,2024-02
TXN04830,2024-08-26,2024-08
TXN04831,2024-11-18,2024-11
TXN04832,2024-10-21,2024-10
TXN04833,2024-11-02,2024-11
TXN04834,2024-09-06,2024-09
TXN04835,2024-08-07,2024-08
TXN04836,2024-11-05,2024-11
TXN04837,2024-04-25,2024-04
TXN04838,2024-02-06,2024-02
TXN04839,2024-07-16,2024-07
TXN04840,2024-03-03,2024-03
TXN04841,2024-01-22,2024-01
TXN04842,2024-08-27,2024-08
TXN04843,2024-10-12,2024-10
TXN04844,2024-07-17,2024-07
TXN04845,2024-09-28,2024-09
TXN04846,2024-09-13,2024-09
TXN04847,2024-01-11,2024-01
TXN04848,2024-09-11,2024-09
TXN04849,2025-01-05,2025-01
TXN04850,2024-07-14,2024-07
TXN04851,2024-01-09,2024-01
TXN04852,2024-09-02,2024-09
TXN04853,2024-06-24,2024-06
TXN04854,2024-01-21,2024-01
TXN04855,2024-07-07,2024-07
TXN04856,2024-01-28,2024-01
TXN04857,2024-10-25,2024-10
TXN04858,2024-10-17,2024-10
TXN04859,2024-08-15,2024-08
TXN04860,2024-08-26,2024-08
TXN04861,2024-11-05,2024-11
TXN04862,2024-02-02,2024-02
TXN04863,2024-07-31,2024-07
TXN04864,2024-01-23,2024-01
TXN04865,2024-04-04,2024-04
TXN04866,2024-04-05,2024-04
TXN04867,2024-02-28,2024-02
TXN04868,2024-09-06,2024-09
TXN04869,2024-02-21,2024-02
TXN04870,2024-09-06,2024-09
TXN04871,2024-10-15,2024-10
TXN04872,2024-09-02,2024-09
TXN04873,2024-10-14,2024-10
TXN04874,2024-12-25,2024-12
TXN04875,2024-03-17,2024-03
TXN04876,2024-08-12,2024-08
TXN04877,2024-03-27,2024-03
TXN04878,2024-05-02,2024-05
TXN04879,2024-01-23,2024-01
TXN04880,2024-12-27,2024-12
TXN04881,2024-01-10,2024-01
TXN04882,2024-04-25,2024-04
TXN04883,2024-09-10,2024-09
TXN04884,2024-08-02,2024-08
TXN04885,2024-08-17,2024-08
TXN04886,2024-01-28,2024-01
TXN04887,2024-09-17,2024-09
TXN04888,2024-11-27,2024-11
TXN04889,2024-08-18,2024-08
TXN04890,2024-11-20,2024-11
TXN04891,2024-09-14,2024-09
TXN04892,2024-04-03,2024-04
TXN04893,2024-02-28,2024-02
TXN04894,2024-08-02,2024-08
TXN04895,2024-03-20,2024-03
TXN04896,2024-04-29,2024-04
TXN04897,2024-11-10,2024-11
TXN04898,2024-04-16,2024-04
TXN04899,2024-05-30,2024-05
TXN04900,2024-07-31,2024-07
TXN04901,2024-04-21,2024-04
TXN04902,2024-12-13,2024-12
TXN04903,2024-10-26,2024-10
TXN04904,2024-03-24,2024-03
TXN04905,2024-03-12,2024-03
TXN04906,2024-02-19,2024-02
TXN04907,2024-08-14,2024-08
TXN04908,2024-05-03,2024-05
TXN04909,2024-01-08,2024-01
TXN04910,2024-07-27,2024-07
TXN04911,2024-10-10,2024-10
TXN04912,2024-03-07,2024-03
TXN04913,2024-10-16,2024-10
TXN04914,2024-04-20,2024-04
TXN04915,2024-01-16,2024-01
TXN04916,2024-04-20,2024-04
TXN04917,2024-01-17,2024-01
TXN04918,2024-09-10,2024-09
TXN04919,2024-09-02,2024-09
TXN04920,2024-09-24,2024-09
TXN04921,2024-01-21,2024-01
TXN04922,2024-06-11,2024-06
TXN04923,2024-02-20,2024-02
TXN04924,2024-02-06,2024-02
TXN04925,2024-01-13,2024-01
TXN04926,2024-04-24,2024-04
TXN04927,2024-01-08,2024-01
TXN04928,2024-06-01,2024-06
TXN04929,2024-11-11,2024-11
TXN04930,2024-07-31,2024-07
TXN04931,2024-07-01,2024-07
TXN04932,2024-10-31,2024-10
TXN04933,2024-02-29,2024-02
TXN04934,2024-05-16,2024-05
TXN04935,2024-06-13,2024-06
TXN04936,2024-03-13,2024-03
TXN04937,2024-06-30,2024-06
TXN04938,2024-05-26,2024-05
TXN04939,2024-11-30,2024-11
TXN04940,2024-05-25,2024-05
TXN04941,2024-08-28,2024-08
TXN04942,2024-12-05,2024-12
TXN04943,2024-02-13,2024-02
TXN04944,2024-04-22,2024-04
TXN04945,2024-09-14,2024-09
TXN04946,2024-11-07,2024-11
TXN04947,2024-09-08,2024-09
TXN04948,2024-03-18,2024-03
TXN04949,2024-12-25,2024-12
TXN04950,2024-09-03,2024-09
TXN04951,2024-07-29,2024-07
TXN04952,2024-04-30,2024-04
TXN04953,2024-07-30,2024-07
TXN04954,2024-06-25,2024-06
TXN04955,2024-04-12,2024-04
TXN04956,2024-07-22,2024-07
TXN04957,2024-01-12,2024-01
TXN04958,2024-08-04,2024-08
TXN04959,2024-09-16,2024-09
TXN04960,2024-10-08,2024-10
TXN04961,2024-08-04,2024-08
TXN04962,2024-10-05,2024-10
TXN04963,2024-03-26,2024-03
TXN04964,2024-10-02,2024-10
TXN04965,2024-05-24,2024-05
TXN04966,2024-05-20,2024-05
TXN04967,2024-05-03,2024-05
TXN04968,2024-12-31,2024-12
TXN04969,2024-07-31,2024-07
TXN04970,2024-10-29,2024-10
TXN04971,2024-07-01,2024-07
TXN04972,2024-05-08,2024-05
TXN04973,2024-11-22,2024-11
TXN04974,2024-05-15,2024-05
TXN04975,2024-02-10,2024-02
TXN04976,2024-10-15,2024-10
TXN04977,2024-09-14,2024-09
TXN04978,2024-02-27,2024-02
TXN04979,2024-07-02,2024-07
TXN04980,2024-03-04,2024-03
TXN04981,2024-11-26,2024-11
TXN04982,2024-11-13,2024-11
TXN04983,2024-05-13,2024-05
TXN04984,2024-11-09,2024-11
TXN04985,2024-07-17,2024-07
TXN04986,2024-04-20,2024-04
TXN04987,2024-10-17,2024-10
TXN04988,2024-09-27,2024-09
TXN04989,2024-11-28,2024-11
TXN04990,2024-01-16,2024-01
TXN04991,2024-07-20,2024-07
TXN04992,2024-04-05,2024-04
TXN04993,2024-12-19,2024-12
TXN04994,2024-01-13,2024-01
TXN04995,2024-12-18,2024-12
TXN04996,2024-03-02,2024-03
TXN04997,2024-07-25,2024-07
TXN04998,2024-08-28,2024-08
TXN04999,2024-12-17,2024-12
TXN05000,2024-04-26,2024-04
TXN05001,2024-03-26,2024-03
TXN05002,2024-07-06,2024-07
TXN05003,2024-01-30,2024-01
TXN05004,2024-01-31,2024-01
TXN05005,2024-06-05,2024-06
TXN05006,2024-12-26,2024-12
TXN05007,2024-07-08,2024-07
TXN05008,2024-07-18,2024-07
TXN05009,2024-07-20,2024-07
TXN05010,2024-05-16,2024-05
TXN05011,2024-06-10,2024-06
TXN05012,2024-05-18,2024-05
TXN05013,2024-10-22,2024-10
TXN05014,2024-03-21,2024-03
TXN05015,2024-05-08,2024-05
TXN05016,2024-05-03,2024-05
TXN05017,2024-03-11,2024-03
TXN05018,2025-01-06,2025-01
TXN05019,2024-05-04,2024-05
TXN05020,2024-06-22,2024-06
TXN05021,2024-09-24,2024-09
TXN05022,2024-05-27,2024-05
TXN05023,2024-02-19,2024-02
TXN05024,2024-11-21,2024-11
TXN05025,2024-02-06,2024-02
TXN05026,2024-08-31,2024-08
TXN05027,2024-06-16,2024-06
TXN05028,2024-12-28,2024-12
TXN05029,2024-10-31,2024-10
TXN05030,2024-01-19,2024-01
TXN05031,2024-07-14,2024-07
TXN05032,2024-01-08,2024-01
TXN05033,2024-04-27,2024-04
TXN05034,2024-02-02,2024-02
TXN05035,2024-12-12,2024-12
TXN05036,2024-08-26,2024-08
TXN05037,2024-01-27,2024-01
TXN05038,2024-08-07,2024-08
TXN05039,2024-01-15,2024-01
TXN05040,2024-11-02,2024-11
TXN05041,2024-09-01,2024-09
TXN05042,2024-12-12,2024-12
TXN05043,2024-12-03,2024-12
TXN05044,2024-02-22,2024-02
TXN05045,2024-12-11,2024-12
TXN05046,2024-06-20,2024-06
TXN05047,2024-10-27,2024-10
TXN05048,2024-03-28,2024-03
TXN05049,2024-06-07,2024-06
TXN05050,2024-12-28,2024-12
TXN05051,2024-02-22,2024-02
TXN05052,2024-12-06,2024-12
TXN05053,2024-10-14,2024-10
TXN05054,2024-07-03,2024-07
TXN05055,2024-09-27,2024-09
TXN05056,2024-01-20,2024-01
TXN05057,2024-11-26,2024-11
TXN05058,2024-09-06,2024-09
TXN05059,2024-10-02,2024-10
TXN05060,2024-02-13,2024-02
TXN05061,2024-07-08,2024-07
TXN05062,2024-03-18,2024-03
TXN05063,2024-03-24,2024-03
TXN05064,2024-02-15,2024-02
TXN05065,2024-08-22,2024-08
TXN05066,2024-05-02,2024-05
TXN05067,2024-09-23,2024-09
TXN05068,2024-10-31,2024-10
TXN05069,2024-06-13,2024-06
TXN05070,2024-02-01,2024-02
TXN05071,2024-02-26,2024-02
TXN05072,2024-05-20,2024-05
TXN05073,2024-06-15,2024-06
TXN05074,2024-03-08,2024-03
TXN05075,2024-04-29,2024-04
TXN05076,2024-11-18,2024-11
TXN05077,2024-04-27,2024-04
TXN05078,2024-01-20,2024-01
TXN05079,2024-02-04,2024-02
TXN05080,2024-10-07,2024-10
TXN05081,2024-04-14,2024-04
TXN05082,2024-03-09,2024-03
TXN05083,2024-05-17,2024-05
TXN05084,2024-02-10,2024-02
TXN05085,2024-03-18,2024-03
TXN05086,2024-06-02,2024-06
TXN05087,2024-07-06,2024-07
TXN05088,2024-07-10,2024-07
TXN05089,2024-12-02,2024-12
TXN05090,2024-03-21,2024-03
TXN05091,2024-12-21,2024-12
TXN05092,2024-02-25,2024-02
TXN05093,2024-03-02,2024-03
TXN05094,2024-04-22,2024-04
TXN05095,2024-05-26,2024-05
TXN05096,2024-05-09,2024-05
TXN05097,2024-07-26,2024-07
TXN05098,2024-07-26,2024-07
TXN05099,2024-02-14,2024-02
TXN05100,2024-09-11,2024-09
TXN05101,2025-01-01,2025-01
TXN05102,2024-04-03,2024-04
TXN05103,2024-04-12,2024-04
TXN05104,2024-11-03,2024-11
TXN05105,2024-03-14,2024-03
TXN05106,2024-10-13,2024-10
TXN05107,2024-06-11,2024-06
TXN05108,2024-02-16,2024-02
TXN05109,2024-08-13,2024-08
TXN05110,2024-06-26,2024-06
TXN05111,2024-09-29,2024-09
TXN05112,2024-05-12,2024-05
TXN05113,2024-04-27,2024-04
TXN05114,2024-09-23,2024-09
TXN05115,2024-07-15,2024-07
TXN05116,2024-06-14,2024-06
TXN05117,2024-08-21,2024-08
TXN05118,2024-10-19,2024-10
TXN05119,2024-07-08,2024-07
TXN05120,2024-08-11,2024-08
TXN05121,2024-09-26,2024-09
TXN05122,2024-09-24,2024-09
TXN05123,2025-01-04,2025-01
TXN05124,2024-01-11,2024-01
TXN05125,2024-04-15,2024-04
TXN05126,2024-11-01,2024-11
TXN05127,2024-11-30,2024-11
TXN05128,2024-07-12,2024-07
TXN05129,2024-11-05,2024-11
TXN05130,2024-02-01,2024-02
TXN05131,2024-03-08,2024-03
TXN05132,2024-04-11,2024-04
TXN05133,2024-06-10,2024-06
TXN05134,2024-11-17,2024-11
TXN05135,2024-11-05,2024-11
TXN05136,2024-12-20,2024-12
TXN05137,2024-07-07,2024-07
TXN05138,2024-10-15,2024-10
TXN05139,2024-08-11,2024-08
TXN05140,2024-05-03,2024-05
TXN05141,2024-02-20,2024-02
TXN05142,2024-04-15,2024-04
TXN05143,2024-09-18,2024-09
TXN05144,2024-11-12,2024-11
TXN05145,2024-11-21,2024-11
TXN05146,2024-06-05,2024-06
TXN05147,2024-08-10,2024-08
TXN05148,2024-09-29,2024-09
TXN05149,2024-12-17,2024-12
TXN05150,2024-07-22,2024-07
TXN05151,2024-10-12,2024-10
TXN05152,2024-04-30,2024-04
TXN05153,2024-03-21,2024-03
TXN05154,2024-05-01,2024-05
TXN05155,2024-08-14,2024-08
TXN05156,2024-10-09,2024-10
TXN05157,2024-12-02,2024-12
TXN05158,2024-07-14,2024-07
TXN05159,2024-04-04,2024-04
TXN05160,2024-11-08,2024-11
TXN05161,2024-04-04,2024-04
TXN05162,2024-08-31,2024-08
TXN05163,2024-09-01,2024-09
TXN05164,2024-12-26,2024-12
TXN05165,2024-09-16,2024-09
TXN05166,2024-12-28,2024-12
TXN05167,2024-04-20,2024-04
TXN05168,2024-01-15,2024-01
TXN05169,2024-08-19,2024-08
TXN05170,2024-03-24,2024-03
TXN05171,2024-05-10,2024-05
TXN05172,2024-06-28,2024-06
TXN05173,2024-03-14,2024-03
TXN05174,2024-07-22,2024-07
TXN05175,2024-01-09,2024-01
TXN05176,2024-01-13,2024-01
TXN05177,2024-08-12,2024-08
TXN05178,2024-05-09,2024-05
TXN05179,2024-05-15,2024-05
TXN05180,2024-03-21,2024-03
TXN05181,2024-09-22,2024-09
TXN05182,2024-04-29,2024-04
TXN05183,2024-10-04,2024-10
TXN05184,2024-05-10,2024-05
TXN05185,2024-09-28,2024-09
TXN05186,2024-06-26,2024-06
TXN05187,2024-03-08,2024-03
TXN05188,2024-05-29,2024-05
TXN05189,2024-07-05,2024-07
TXN05190,2024-10-05,2024-10
TXN05191,2024-04-04,2024-04
TXN05192,2024-11-25,2024-11
TXN05193,2024-12-02,2024-12
TXN05194,2024-10-06,2024-10
TXN05195,2024-08-19,2024-08
TXN05196,2024-03-13,2024-03
TXN05197,2024-02-23,2024-02
TXN05198,2024-05-08,2024-05
TXN05199,2024-02-13,2024-02
TXN05200,2024-11-29,2024-11
TXN05201,2024-04-22,2024-04
TXN05202,2024-10-05,2024-10
TXN05203,2024-05-13,2024-05
TXN05204,2024-03-08,2024-03
TXN05205,2024-04-15,2024-04
TXN05206,2024-02-29,2024-02
TXN05207,2024-01-31,2024-01
TXN05208,2024-07-19,2024-07
TXN05209,2024-04-30,2024-04
TXN05210,2024-03-23,2024-03
TXN05211,2024-12-22,2024-12
TXN05212,2024-05-20,2024-05
TXN05213,2024-01-11,2024-01
TXN05214,2024-01-30,2024-01
TXN05215,2024-11-26,2024-11
TXN05216,2024-09-26,2024-09
TXN05217,2024-06-07,2024-06
TXN05218,2024-09-25,2024-09
TXN05219,2024-03-09,2024-03
TXN05220,2024-10-20,2024-10
TXN05221,2024-02-09,2024-02
TXN05222,2024-03-10,2024-03
TXN05223,2024-10-17,2024-10
TXN05224,2024-06-22,2024-06
TXN05225,2024-10-17,2024-10
TXN05226,2024-03-29,2024-03
TXN05227,2024-09-01,2024-09
TXN05228,2024-07-27,2024-07
