Transaction_ID,Transaction_Type
TXN02795,Refund
TXN02796,Refund
TXN02797,Debit
TXN02798,Debit
TXN02799,Refund
TXN02800,Refund
TXN02801,Credit
TXN02802,Credit
TXN02803,Refund
TXN02804,Credit
TXN02805,Debit
TXN02806,Credit
TXN02807,Refund
TXN02808,Debit
TXN02809,Debit
TXN02810,Debit
TXN02811,Credit
TXN02812,Credit
TXN02813,Debit
TXN02814,Debit
TXN02815,Credit
TXN02816,Credit
TXN02817,Debit
TXN02818,Credit
TXN02819,Credit
TXN02820,Credit
TXN02821,Credit
TXN02822,Refund
TXN02823,Refund
TXN02824,Refund
TXN02825,Debit
TXN02826,Credit
TXN02827,Refund
TXN02828,Credit
TXN02829,Refund
TXN02830,Debit
TXN02831,Debit
TXN02832,Refund
TXN02833,Debit
TXN02834,Credit
TXN02835,Credit
TXN02836,Debit
TXN02837,Credit
TXN02838,Refund
TXN02839,Refund
TXN02840,Refund
TXN02841,Credit
TXN02842,Refund
TXN02843,Debit
TXN02844,Refund
TXN02845,Credit
TXN02846,Credit
TXN02847,Refund
TXN02848,Debit
TXN02849,Debit
TXN02850,Debit
TXN02851,Credit
TXN02852,Debit
TXN02853,Credit
TXN02854,Refund
TXN02855,Refund
TXN02856,Credit
TXN02857,Credit
TXN02858,Refund
TXN02859,Refund
TXN02860,Credit
TXN02861,Refund
TXN02862,Refund
TXN02863,Debit
TXN02864,Debit
TXN02865,Refund
TXN02866,Refund
TXN02867,Debit
TXN02868,Refund
TXN02869,Credit
TXN02870,Refund
TXN02871,Refund
TXN02872,Credit
TXN02873,Debit
TXN02874,Refund
TXN02875,Debit
TXN02876,Debit
TXN02877,Refund
TXN02878,Refund
TXN02879,Debit
TXN02880,Refund
TXN02881,Refund
TXN02882,Debit
TXN02883,Debit
TXN02884,Credit
TXN02885,Refund
TXN02886,Credit
TXN02887,Debit
TXN02888,Refund
TXN02889,Debit
TXN02890,Refund
TXN02891,Refund
TXN02892,Credit
TXN02893,Debit
TXN02894,Refund
TXN02895,Credit
TXN02896,Debit
TXN02897,Credit
TXN02898,Debit
TXN02899,Refund
TXN02900,Credit
TXN02901,Credit
TXN02902,Refund
TXN02903,Debit
TXN02904,Refund
TXN02905,Credit
TXN02906,Refund
TXN02907,Credit
TXN02908,Refund
TXN02909,Debit
TXN02910,Credit
TXN02911,Credit
TXN02912,Debit
TXN02913,Refund
TXN02914,Debit
TXN02915,Refund
TXN02916,Debit
TXN02917,Debit
TXN02918,Credit
TXN02919,Credit
TXN02920,Refund
TXN02921,Debit
TXN02922,Refund
TXN02923,Debit
TXN02924,Debit
TXN02925,Credit
TXN02926,Debit
TXN02927,Credit
TXN02928,Credit
TXN02929,Debit
TXN02930,Debit
TXN02931,Refund
TXN02932,Refund
TXN02933,Refund
TXN02934,Credit
TXN02935,Credit
TXN02936,Credit
TXN02937,Credit
TXN02938,Credit
TXN02939,Credit
TXN02940,Debit
TXN02941,Refund
TXN02942,Refund
TXN02943,Refund
TXN02944,Debit
TXN02945,Refund
TXN02946,Credit
TXN02947,Debit
TXN02948,Debit
TXN02949,Refund
TXN02950,Credit
TXN02951,Refund
TXN02952,Debit
TXN02953,Refund
TXN02954,Debit
TXN02955,Debit
TXN02956,Debit
TXN02957,Credit
TXN02958,Credit
TXN02959,Refund
TXN02960,Refund
TXN02961,Refund
TXN02962,Credit
TXN02963,Refund
TXN02964,Credit
TXN02965,Debit
TXN02966,Debit
TXN02967,Credit
TXN02968,Credit
TXN02969,Debit
TXN02970,Credit
TXN02971,Debit
TXN02972,Refund
TXN02973,Debit
TXN02974,Debit
TXN02975,Refund
TXN02976,Credit
TXN02977,Refund
TXN02978,Debit
TXN02979,Debit
TXN02980,Debit
TXN02981,Debit
TXN02982,Debit
TXN02983,Refund
TXN02984,Debit
TXN02985,Credit
TXN02986,Refund
TXN02987,Refund
TXN02988,Refund
TXN02989,Debit
TXN02990,Debit
TXN02991,Refund
TXN02992,Debit
TXN02993,Credit
TXN02994,Credit
TXN02995,Debit
TXN02996,Refund
TXN02997,Debit
TXN02998,Debit
TXN02999,Debit
TXN03000,Refund
TXN03001,Credit
TXN03002,Debit
TXN03003,Refund
TXN03004,Refund
TXN03005,Credit
TXN03006,Refund
TXN03007,Refund
TXN03008,Refund
TXN03009,Credit
TXN03010,Debit
TXN03011,Credit
TXN03012,Debit
TXN03013,Refund
TXN03014,Refund
TXN03015,Debit
TXN03016,Credit
TXN03017,Credit
TXN03018,Credit
TXN03019,Debit
TXN03020,Refund
TXN03021,Refund
TXN03022,Refund
TXN03023,Debit
TXN03024,Refund
TXN03025,Refund
TXN03026,Credit
TXN03027,Refund
TXN03028,Credit
TXN03029,Debit
TXN03030,Credit
TXN03031,Refund
TXN03032,Refund
TXN03033,Credit
TXN03034,Refund
TXN03035,Credit
TXN03036,Refund
TXN03037,Credit
TXN03038,Credit
TXN03039,Debit
TXN03040,Credit
TXN03041,Credit
TXN03042,Debit
TXN03043,Refund
TXN03044,Credit
TXN03045,Debit
TXN03046,Debit
TXN03047,Credit
TXN03048,Refund
TXN03049,Debit
TXN03050,Credit
TXN03051,Debit
TXN03052,Refund
TXN03053,Credit
TXN03054,Credit
TXN03055,Refund
TXN03056,Refund
TXN03057,Debit
TXN03058,Credit
TXN03059,Debit
TXN03060,Credit
TXN03061,Debit
TXN03062,Credit
TXN03063,Refund
TXN03064,Debit
TXN03065,Credit
TXN03066,Credit
TXN03067,Debit
TXN03068,Refund
TXN03069,Refund
TXN03070,Debit
TXN03071,Debit
TXN03072,Credit
TXN03073,Credit
TXN03074,Refund
TXN03075,Refund
TXN03076,Refund
TXN03077,Debit
TXN03078,Debit
TXN03079,Debit
TXN03080,Refund
TXN03081,Refund
TXN03082,Refund
TXN03083,Refund
TXN03084,Debit
TXN03085,Credit
TXN03086,Debit
TXN03087,Credit
TXN03088,Credit
TXN03089,Debit
TXN03090,Debit
TXN03091,Debit
TXN03092,Refund
TXN03093,Debit
TXN03094,Refund
TXN03095,Credit
TXN03096,Debit
TXN03097,Refund
TXN03098,Refund
TXN03099,Refund
TXN03100,Debit
TXN03101,Credit
TXN03102,Debit
TXN03103,Refund
TXN03104,Credit
TXN03105,Credit
TXN03106,Credit
TXN03107,Credit
TXN03108,Refund
TXN03109,Refund
TXN03110,Credit
TXN03111,Credit
TXN03112,Credit
TXN03113,Credit
TXN03114,Refund
TXN03115,Credit
TXN03116,Credit
TXN03117,Debit
TXN03118,Refund
TXN03119,Credit
TXN03120,Credit
TXN03121,Debit
TXN03122,Credit
TXN03123,Credit
TXN03124,Credit
TXN03125,Debit
TXN03126,Refund
TXN03127,Debit
TXN03128,Refund
TXN03129,Debit
TXN03130,Debit
TXN03131,Credit
TXN03132,Refund
TXN03133,Refund
TXN03134,Refund
TXN03135,Refund
TXN03136,Credit
TXN03137,Credit
TXN03138,Debit
TXN03139,Debit
TXN03140,Credit
TXN03141,Debit
TXN03142,Credit
TXN03143,Refund
TXN03144,Debit
TXN03145,Credit
TXN03146,Refund
TXN03147,Refund
TXN03148,Refund
TXN03149,Credit
TXN03150,Credit
TXN03151,Credit
TXN03152,Refund
TXN03153,Refund
TXN03154,Refund
TXN03155,Credit
TXN03156,Credit
TXN03157,Debit
TXN03158,Refund
TXN03159,Credit
TXN03160,Debit
TXN03161,Debit
TXN03162,Refund
TXN03163,Refund
TXN03164,Credit
TXN03165,Debit
TXN03166,Refund
TXN03167,Refund
TXN03168,Debit
TXN03169,Refund
TXN03170,Debit
TXN03171,Debit
TXN03172,Refund
TXN03173,Debit
TXN03174,Debit
TXN03175,Credit
TXN03176,Debit
TXN03177,Refund
TXN03178,Debit
TXN03179,Debit
TXN03180,Refund
TXN03181,Debit
TXN03182,Debit
TXN03183,Debit
TXN03184,Refund
TXN03185,Credit
TXN03186,Credit
TXN03187,Debit
TXN03188,Refund
TXN03189,Refund
TXN03190,Refund
TXN03191,Refund
TXN03192,Credit
TXN03193,Refund
TXN03194,Credit
TXN03195,Debit
TXN03196,Debit
TXN03197,Refund
TXN03198,Refund
TXN03199,Credit
TXN03200,Debit
TXN03201,Debit
TXN03202,Refund
TXN03203,Refund
TXN03204,Credit
TXN03205,Refund
TXN03206,Credit
TXN03207,Debit
TXN03208,Refund
TXN03209,Refund
TXN03210,Refund
TXN03211,Credit
TXN03212,Debit
TXN03213,Debit
TXN03214,Debit
TXN03215,Refund
TXN03216,Debit
TXN03217,Debit
TXN03218,Debit
TXN03219,Refund
TXN03220,Refund
TXN03221,Credit
TXN03222,Credit
TXN03223,Credit
TXN03224,Credit
TXN03225,Debit
TXN03226,Credit
TXN03227,Credit
TXN03228,Credit
TXN03229,Refund
TXN03230,Debit
TXN03231,Refund
TXN03232,Debit
TXN03233,Credit
TXN03234,Refund
TXN03235,Debit
TXN03236,Refund
TXN03237,Refund
TXN03238,Debit
TXN03239,Debit
TXN03240,Credit
TXN03241,Credit
TXN03242,Credit
TXN03243,Refund
TXN03244,Credit
TXN03245,Debit
TXN03246,Refund
TXN03247,Debit
TXN03248,Refund
TXN03249,Debit
TXN03250,Debit
TXN03251,Credit
TXN03252,Credit
TXN03253,Refund
TXN03254,Credit
TXN03255,Refund
TXN03256,Debit
TXN03257,Refund
TXN03258,Debit
TXN03259,Debit
TXN03260,Debit
TXN03261,Refund
TXN03262,Refund
TXN03263,Credit
TXN03264,Credit
TXN03265,Debit
TXN03266,Debit
TXN03267,Refund
TXN03268,Credit
TXN03269,Refund
TXN03270,Refund
TXN03271,Refund
TXN03272,Debit
TXN03273,Debit
TXN03274,Credit
TXN03275,Debit
TXN03276,Debit
TXN03277,Refund
TXN03278,Debit
TXN03279,Refund
TXN03280,Credit
TXN03281,Debit
TXN03282,Credit
TXN03283,Debit
TXN03284,Refund
TXN03285,Debit
TXN03286,Refund
TXN03287,Credit
TXN03288,Refund
TXN03289,Refund
TXN03290,Credit
TXN03291,Credit
TXN03292,Refund
TXN03293,Debit
TXN03294,Refund
TXN03295,Refund
TXN03296,Debit
TXN03297,Refund
TXN03298,Refund
TXN03299,Credit
TXN03300,Debit
TXN03301,Debit
TXN03302,Credit
TXN03303,Debit
TXN03304,Debit
TXN03305,Credit
TXN03306,Refund
TXN03307,Refund
TXN03308,Refund
TXN03309,Credit
TXN03310,Credit
TXN03311,Debit
TXN03312,Refund
TXN03313,Credit
TXN03314,Credit
TXN03315,Credit
TXN03316,Debit
TXN03317,Credit
TXN03318,Refund
TXN03319,Credit
TXN03320,Credit
TXN03321,Debit
TXN03322,Refund
TXN03323,Refund
TXN03324,Refund
TXN03325,Credit
TXN03326,Debit
TXN03327,Refund
TXN03328,Credit
TXN03329,Debit
TXN03330,Refund
TXN03331,Debit
TXN03332,Debit
TXN03333,Credit
TXN03334,Debit
TXN03335,Credit
TXN03336,Refund
TXN03337,Refund
TXN03338,Debit
TXN03339,Refund
TXN03340,Credit
TXN03341,Credit
TXN03342,Credit
TXN03343,Debit
TXN03344,Debit
TXN03345,Debit
TXN03346,Credit
TXN03347,Credit
TXN03348,Credit
TXN03349,Credit
TXN03350,Debit
TXN03351,Debit
TXN03352,Debit
TXN03353,Debit
TXN03354,Credit
TXN03355,Credit
TXN03356,Refund
TXN03357,Refund
TXN03358,Refund
TXN03359,Credit
TXN03360,Debit
TXN03361,Debit
TXN03362,Debit
TXN03363,Credit
TXN03364,Refund
TXN03365,Debit
TXN03366,Refund
TXN03367,Refund
TXN03368,Credit
TXN03369,Credit
TXN03370,Debit
TXN03371,Credit
TXN03372,Credit
TXN03373,Credit
TXN03374,Debit
TXN03375,Refund
TXN03376,Refund
TXN03377,Debit
TXN03378,Refund
TXN03379,Refund
TXN03380,Debit
TXN03381,Refund
TXN03382,Credit
TXN03383,Debit
TXN03384,Debit
TXN03385,Credit
TXN03386,Credit
TXN03387,Credit
TXN03388,Credit
TXN03389,Debit
TXN03390,Debit
TXN03391,Debit
TXN03392,Credit
TXN03393,Credit
TXN03394,Credit
TXN03395,Credit
TXN03396,Credit
TXN03397,Debit
TXN03398,Credit
TXN03399,Credit
TXN03400,Debit
TXN03401,Refund
TXN03402,Refund
TXN03403,Credit
TXN03404,Refund
TXN03405,Refund
TXN03406,Debit
TXN03407,Credit
TXN03408,Debit
TXN03409,Debit
TXN03410,Credit
TXN03411,Debit
TXN03412,Credit
TXN03413,Credit
TXN03414,Refund
TXN03415,Credit
TXN03416,Credit
TXN03417,Credit
TXN03418,Credit
TXN03419,Credit
TXN03420,Refund
TXN03421,Refund
TXN03422,Debit
TXN03423,Credit
TXN03424,Credit
TXN03425,Refund
TXN03426,Refund
TXN03427,Debit
TXN03428,Credit
TXN03429,Credit
TXN03430,Debit
TXN03431,Credit
TXN03432,Credit
TXN03433,Credit
TXN03434,Refund
TXN03435,Refund
TXN03436,Refund
TXN03437,Credit
TXN03438,Refund
TXN03439,Debit
TXN03440,Credit
TXN03441,Credit
TXN03442,Credit
TXN03443,Credit
TXN03444,Credit
TXN03445,Debit
TXN03446,Refund
TXN03447,Debit
TXN03448,Refund
TXN03449,Refund
TXN03450,Debit
TXN03451,Refund
TXN03452,Refund
TXN03453,Debit
TXN03454,Refund
TXN03455,Credit
TXN03456,Refund
TXN03457,Debit
TXN03458,Credit
TXN03459,Credit
TXN03460,Refund
TXN03461,Debit
TXN03462,Credit
TXN03463,Refund
TXN03464,Credit
TXN03465,Debit
TXN03466,Refund
TXN03467,Credit
TXN03468,Debit
TXN03469,Credit
TXN03470,Refund
TXN03471,Debit
TXN03472,Refund
TXN03473,Credit
TXN03474,Credit
TXN03475,Debit
TXN03476,Credit
TXN03477,Refund
TXN03478,Credit
TXN03479,Refund
TXN03480,Credit
TXN03481,Refund
TXN03482,Refund
TXN03483,Refund
TXN03484,Credit
TXN03485,Refund
TXN03486,Debit
TXN03487,Credit
TXN03488,Refund
TXN03489,Refund
TXN03490,Refund
TXN03491,Refund
TXN03492,Debit
TXN03493,Debit
TXN03494,Debit
TXN03495,Refund
TXN03496,Refund
TXN03497,Credit
TXN03498,Debit
TXN03499,Refund
TXN03500,Refund
TXN03501,Debit
TXN03502,Refund
TXN03503,Refund
TXN03504,Refund
TXN03505,Refund
TXN03506,Credit
TXN03507,Credit
TXN03508,Credit
TXN03509,Debit
TXN03510,Debit
TXN03511,Debit
TXN03512,Credit
TXN03513,Debit
TXN03514,Refund
TXN03515,Refund
TXN03516,Refund
TXN03517,Refund
TXN03518,Refund
TXN03519,Refund
TXN03520,Refund
TXN03521,Debit
TXN03522,Credit
TXN03523,Credit
TXN03524,Credit
TXN03525,Credit
TXN03526,Refund
TXN03527,Refund
TXN03528,Refund
TXN03529,Refund
TXN03530,Debit
TXN03531,Credit
TXN03532,Debit
TXN03533,Credit
TXN03534,Debit
TXN03535,Credit
TXN03536,Credit
TXN03537,Debit
TXN03538,Debit
TXN03539,Refund
TXN03540,Debit
TXN03541,Credit
TXN03542,Credit
TXN03543,Credit
TXN03544,Credit
TXN03545,Debit
TXN03546,Refund
TXN03547,Credit
TXN03548,Credit
TXN03549,Credit
TXN03550,Debit
TXN03551,Credit
TXN03552,Refund
TXN03553,Refund
TXN03554,Credit
TXN03555,Credit
TXN03556,Debit
TXN03557,Credit
TXN03558,Debit
TXN03559,Refund
TXN03560,Debit
TXN03561,Debit
TXN03562,Credit
TXN03563,Refund
TXN03564,Debit
TXN03565,Refund
TXN03566,Debit
TXN03567,Refund
TXN03568,Debit
TXN03569,Refund
TXN03570,Debit
TXN03571,Refund
TXN03572,Debit
TXN03573,Credit
TXN03574,Refund
TXN03575,Credit
TXN03576,Credit
TXN03577,Debit
TXN03578,Credit
TXN03579,Refund
TXN03580,Debit
TXN03581,Debit
TXN03582,Refund
TXN03583,Refund
TXN03584,Credit
TXN03585,Credit
TXN03586,Debit
TXN03587,Refund
TXN03588,Refund
TXN03589,Debit
TXN03590,Credit
TXN03591,Refund
TXN03592,Credit
TXN03593,Credit
TXN03594,Debit
TXN03595,Refund
TXN03596,Debit
TXN03597,Debit
TXN03598,Credit
TXN03599,Refund
TXN03600,Debit
TXN03601,Refund
TXN03602,Debit
TXN03603,Refund
TXN03604,Debit
TXN03605,Credit
TXN03606,Credit
TXN03607,Debit
TXN03608,Credit
TXN03609,Debit
TXN03610,Credit
TXN03611,Refund
TXN03612,Credit
TXN03613,Refund
TXN03614,Refund
TXN03615,Credit
TXN03616,Refund
TXN03617,Credit
TXN03618,Refund
TXN03619,Credit
TXN03620,Refund
TXN03621,Debit
TXN03622,Credit
TXN03623,Credit
TXN03624,Credit
TXN03625,Refund
TXN03626,Debit
TXN03627,Refund
TXN03628,Refund
TXN03629,Credit
TXN03630,Refund
TXN03631,Refund
TXN03632,Debit
TXN03633,Refund
TXN03634,Debit
TXN03635,Credit
TXN03636,Debit
TXN03637,Debit
TXN03638,Credit
TXN03639,Debit
TXN03640,Debit
TXN03641,Credit
TXN03642,Refund
TXN03643,Debit
TXN03644,Refund
TXN03645,Credit
TXN03646,Credit
TXN03647,Refund
TXN03648,Debit
TXN03649,Refund
TXN03650,Credit
TXN03651,Credit
TXN03652,Debit
TXN03653,Credit
TXN03654,Refund
TXN03655,Refund
TXN03656,Refund
TXN03657,Refund
TXN03658,Debit
TXN03659,Refund
TXN03660,Debit
TXN03661,Credit
TXN03662,Credit
TXN03663,Debit
TXN03664,Debit
TXN03665,Credit
TXN03666,Credit
TXN03667,Refund
TXN03668,Debit
TXN03669,Credit
TXN03670,Debit
TXN03671,Credit
TXN03672,Debit
TXN03673,Debit
TXN03674,Credit
TXN03675,Refund
TXN03676,Refund
TXN03677,Refund
TXN03678,Credit
TXN03679,Credit
TXN03680,Refund
TXN03681,Credit
TXN03682,Credit
TXN03683,Refund
TXN03684,Credit
TXN03685,Credit
TXN03686,Debit
TXN03687,Debit
TXN03688,Refund
TXN03689,Debit
TXN03690,Debit
TXN03691,Credit
TXN03692,Debit
TXN03693,Credit
TXN03694,Debit
TXN03695,Refund
TXN03696,Credit
TXN03697,Debit
TXN03698,Credit
TXN03699,Refund
TXN03700,Refund
TXN03701,Credit
TXN03702,Refund
TXN03703,Refund
TXN03704,Debit
TXN03705,Refund
TXN03706,Debit
TXN03707,Credit
TXN03708,Refund
TXN03709,Credit
TXN03710,Refund
TXN03711,Debit
TXN03712,Refund
TXN03713,Credit
TXN03714,Refund
TXN03715,Debit
TXN03716,Credit
TXN03717,Debit
TXN03718,Refund
TXN03719,Refund
TXN03720,Debit
TXN03721,Credit
TXN03722,Debit
TXN03723,Credit
TXN03724,Credit
TXN03725,Credit
TXN03726,Debit
TXN03727,Credit
TXN03728,Debit
TXN03729,Debit
TXN03730,Debit
TXN03731,Refund
TXN03732,Refund
TXN03733,Refund
TXN03734,Credit
TXN03735,Refund
TXN03736,Refund
TXN03737,Refund
TXN03738,Credit
TXN03739,Debit
TXN03740,Refund
TXN03741,Debit
TXN03742,Debit
TXN03743,Debit
TXN03744,Debit
TXN03745,Refund
TXN03746,Credit
TXN03747,Refund
TXN03748,Credit
TXN03749,Refund
TXN03750,Refund
TXN03751,Debit
TXN03752,Credit
TXN03753,Refund
TXN03754,Credit
TXN03755,Credit
TXN03756,Refund
TXN03757,Credit
TXN03758,Refund
TXN03759,Refund
TXN03760,Debit
TXN03761,Debit
TXN03762,Credit
TXN03763,Debit
TXN03764,Credit
TXN03765,Refund
TXN03766,Debit
TXN03767,Refund
TXN03768,Debit
TXN03769,Debit
TXN03770,Debit
TXN03771,Refund
TXN03772,Credit
TXN03773,Debit
TXN03774,Refund
TXN03775,Credit
TXN03776,Credit
TXN03777,Debit
TXN03778,Refund
TXN03779,Refund
TXN03780,Credit
TXN03781,Refund
TXN03782,Credit
TXN03783,Credit
TXN03784,Credit
TXN03785,Debit
TXN03786,Refund
TXN03787,Debit
TXN03788,Credit
TXN03789,Refund
TXN03790,Refund
TXN03791,Credit
TXN03792,Refund
TXN03793,Credit
TXN03794,Credit
TXN03795,Credit
TXN03796,Credit
TXN03797,Refund
TXN03798,Debit
TXN03799,Refund
TXN03800,Debit
TXN03801,Refund
TXN03802,Credit
TXN03803,Refund
TXN03804,Refund
TXN03805,Refund
TXN03806,Credit
TXN03807,Debit
TXN03808,Refund
TXN03809,Credit
TXN03810,Debit
TXN03811,Credit
TXN03812,Debit
TXN03813,Credit
TXN03814,Credit
TXN03815,Credit
TXN03816,Credit
TXN03817,Credit
TXN03818,Refund
TXN03819,Refund
TXN03820,Debit
TXN03821,Refund
TXN03822,Credit
TXN03823,Credit
TXN03824,Refund
TXN03825,Debit
TXN03826,Debit
TXN03827,Debit
TXN03828,Refund
TXN03829,Credit
TXN03830,Debit
TXN03831,Debit
TXN03832,Debit
TXN03833,Credit
TXN03834,Credit
TXN03835,Debit
TXN03836,Credit
TXN03837,Debit
TXN03838,Refund
TXN03839,Debit
TXN03840,Refund
TXN03841,Credit
TXN03842,Debit
TXN03843,Credit
TXN03844,Debit
TXN03845,Refund
TXN03846,Credit
TXN03847,Credit
TXN03848,Debit
TXN03849,Credit
TXN03850,Refund
TXN03851,Refund
TXN03852,Debit
TXN03853,Debit
TXN03854,Credit
TXN03855,Refund
TXN03856,Credit
TXN03857,Refund
TXN03858,Refund
TXN03859,Debit
TXN03860,Credit
TXN03861,Refund
TXN03862,Debit
TXN03863,Refund
TXN03864,Debit
TXN03865,Debit
TXN03866,Debit
TXN03867,Credit
TXN03868,Debit
TXN03869,Debit
TXN03870,Refund
TXN03871,Debit
TXN03872,Refund
TXN03873,Refund
TXN03874,Credit
TXN03875,Debit
TXN03876,Debit
TXN03877,Refund
TXN03878,Credit
TXN03879,Debit
TXN03880,Credit
TXN03881,Refund
TXN03882,Debit
TXN03883,Credit
TXN03884,Debit
TXN03885,Debit
TXN03886,Credit
TXN03887,Debit
TXN03888,Refund
TXN03889,Debit
TXN03890,Debit
TXN03891,Credit
TXN03892,Credit
TXN03893,Credit
TXN03894,Debit
TXN03895,Credit
TXN03896,Debit
TXN03897,Refund
TXN03898,Refund
TXN03899,Debit
TXN03900,Debit
TXN03901,Refund
TXN03902,Refund
TXN03903,Debit
TXN03904,Refund
TXN03905,Refund
TXN03906,Debit
TXN03907,Credit
TXN03908,Credit
TXN03909,Refund
TXN03910,Debit
TXN03911,Refund
TXN03912,Refund
TXN03913,Debit
TXN03914,Credit
TXN03915,Refund
TXN03916,Refund
TXN03917,Credit
TXN03918,Debit
TXN03919,Debit
TXN03920,Debit
TXN03921,Debit
TXN03922,Debit
TXN03923,Refund
TXN03924,Refund
TXN03925,Credit
TXN03926,Credit
TXN03927,Credit
TXN03928,Credit
TXN03929,Debit
TXN03930,Debit
TXN03931,Credit
TXN03932,Refund
TXN03933,Debit
TXN03934,Debit
TXN03935,Refund
TXN03936,Refund
TXN03937,Refund
TXN03938,Refund
TXN03939,Refund
TXN03940,Credit
TXN03941,Refund
TXN03942,Debit
TXN03943,Refund
TXN03944,Credit
TXN03945,Debit
TXN03946,Refund
TXN03947,Refund
TXN03948,Refund
TXN03949,Debit
TXN03950,Refund
TXN03951,Credit
TXN03952,Credit
TXN03953,Refund
TXN03954,Debit
TXN03955,Debit
TXN03956,Credit
TXN03957,Credit
TXN03958,Debit
TXN03959,Debit
TXN03960,Credit
TXN03961,Refund
TXN03962,Refund
TXN03963,Debit
TXN03964,Refund
TXN03965,Debit
TXN03966,Credit
TXN03967,Credit
TXN03968,Debit
TXN03969,Credit
TXN03970,Refund
TXN03971,Credit
TXN03972,Credit
TXN03973,Refund
TXN03974,Refund
TXN03975,Debit
TXN03976,Credit
TXN03977,Debit
TXN03978,Debit
TXN03979,Refund
TXN03980,Debit
TXN03981,Debit
TXN03982,Credit
TXN03983,Debit
TXN03984,Debit
TXN03985,Debit
TXN03986,Credit
TXN03987,Refund
TXN03988,Credit
TXN03989,Refund
TXN03990,Refund
TXN03991,Refund
TXN03992,Credit
TXN03993,Credit
TXN03994,Refund
TXN03995,Credit
TXN03996,Debit
TXN03997,Refund
TXN03998,Refund
TXN03999,Refund
TXN04000,Refund
TXN04001,Debit
TXN04002,Credit
TXN04003,Debit
TXN04004,Credit
TXN04005,Debit
TXN04006,Refund
TXN04007,Debit
TXN04008,Debit
TXN04009,Refund
TXN04010,Credit
TXN04011,Credit
TXN04012,Refund
TXN04013,Refund
TXN04014,Refund
TXN04015,Refund
TXN04016,Refund
TXN04017,Debit
TXN04018,Credit
TXN04019,Refund
TXN04020,Credit
TXN04021,Refund
TXN04022,Debit
TXN04023,Debit
TXN04024,Debit
TXN04025,Debit
TXN04026,Credit
TXN04027,Debit
TXN04028,Credit
TXN04029,Refund
TXN04030,Refund
TXN04031,Debit
TXN04032,Credit
TXN04033,Refund
TXN04034,Refund
TXN04035,Refund
TXN04036,Refund
TXN04037,Debit
TXN04038,Debit
TXN04039,Debit
TXN04040,Refund
TXN04041,Debit
TXN04042,Refund
TXN04043,Debit
TXN04044,Debit
TXN04045,Credit
TXN04046,Credit
TXN04047,Refund
TXN04048,Refund
TXN04049,Refund
TXN04050,Credit
TXN04051,Debit
TXN04052,Credit
TXN04053,Debit
TXN04054,Refund
TXN04055,Credit
TXN04056,Refund
TXN04057,Debit
TXN04058,Debit
TXN04059,Credit
TXN04060,Credit
TXN04061,Credit
TXN04062,Refund
TXN04063,Debit
TXN04064,Credit
TXN04065,Refund
TXN04066,Refund
TXN04067,Refund
TXN04068,Debit
TXN04069,Credit
TXN04070,Credit
TXN04071,Refund
TXN04072,Credit
TXN04073,Debit
TXN04074,Credit
TXN04075,Refund
TXN04076,Debit
TXN04077,Credit
TXN04078,Debit
TXN04079,Credit
TXN04080,Debit
TXN04081,Refund
TXN04082,Refund
TXN04083,Refund
TXN04084,Debit
TXN04085,Debit
TXN04086,Refund
TXN04087,Refund
TXN04088,Debit
TXN04089,Debit
TXN04090,Debit
TXN04091,Debit
TXN04092,Debit
TXN04093,Credit
TXN04094,Credit
TXN04095,Credit
TXN04096,Debit
TXN04097,Debit
TXN04098,Debit
TXN04099,Refund
TXN04100,Refund
TXN04101,Refund
TXN04102,Refund
TXN04103,Credit
TXN04104,Debit
TXN04105,Credit
TXN04106,Debit
TXN04107,Credit
TXN04108,Refund
TXN04109,Credit
TXN04110,Credit
TXN04111,Debit
TXN04112,Refund
TXN04113,Credit
TXN04114,Debit
TXN04115,Refund
TXN04116,Refund
TXN04117,Debit
TXN04118,Debit
TXN04119,Debit
TXN04120,Refund
TXN04121,Debit
TXN04122,Credit
TXN04123,Debit
TXN04124,Credit
TXN04125,Credit
TXN04126,Credit
TXN04127,Credit
TXN04128,Debit
TXN04129,Refund
TXN04130,Credit
TXN04131,Debit
TXN04132,Credit
TXN04133,Debit
TXN04134,Credit
TXN04135,Refund
TXN04136,Credit
TXN04137,Refund
TXN04138,Refund
TXN04139,Debit
TXN04140,Credit
TXN04141,Credit
TXN04142,Refund
TXN04143,Credit
TXN04144,Debit
TXN04145,Refund
TXN04146,Refund
TXN04147,Debit
TXN04148,Debit
TXN04149,Debit
TXN04150,Credit
TXN04151,Debit
TXN04152,Debit
TXN04153,Refund
TXN04154,Credit
TXN04155,Refund
TXN04156,Refund
TXN04157,Debit
TXN04158,Credit
TXN04159,Debit
TXN04160,Refund
TXN04161,Credit
TXN04162,Refund
TXN04163,Refund
TXN04164,Credit
TXN04165,Debit
TXN04166,Debit
TXN04167,Refund
TXN04168,Debit
TXN04169,Credit
TXN04170,Credit
TXN04171,Debit
TXN04172,Debit
TXN04173,Refund
TXN04174,Credit
TXN04175,Debit
TXN04176,Debit
TXN04177,Debit
TXN04178,Refund
TXN04179,Credit
TXN04180,Refund
TXN04181,Credit
TXN04182,Credit
TXN04183,Refund
TXN04184,Debit
TXN04185,Refund
TXN04186,Debit
TXN04187,Refund
TXN04188,Debit
TXN04189,Refund
TXN04190,Credit
TXN04191,Debit
TXN04192,Refund
